EventID,EventType,Severity,Status,EventDate,DueDate,CloseDate,AgeDays_AsOf,SLA_Days,BookingLocation,Region,Team,Product,AmountCHF,MandatoryFieldsMissingCount,ExceptionReason,RootCause,SourceSystem,ClientSegment
E0010853,Data Quality Issue,Medium,Open,2025-07-07,,,177.0,14,New York,Americas,Operations,Advisory,,0,Over SLA,Policy/Guidance,Workflow,
E0010862,Processing Error,Low,Open,2025-07-07,,,177.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Process,Core Banking,
E0010863,Processing Error,High,Open,2025-07-07,,,177.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Third-party,Core Banking,
E0010865,Processing Error,Low,Open,2025-07-07,,,177.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Data,Core Banking,
E0010891,High-Risk Transaction,High,Open,2025-07-08,,,176.0,10,Geneva,EMEA,Front Office,Lombard Lending,29762.469505923964,0,Over SLA; High/Critical Severity,Policy/Guidance,Email Intake,
E0010892,Data Quality Issue,Medium,Open,2025-07-08,,,176.0,14,Geneva,EMEA,Operations,Lombard Lending,,0,Over SLA,Manual,Workflow,
E0010906,High-Risk Transaction,Critical,Open,2025-07-08,,,176.0,10,New York,Americas,Front Office,Execution-only,29873.807120190533,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0010920,Processing Error,Low,Open,2025-07-08,,,176.0,14,Hong Kong,APAC,Operations,Discretionary,,0,Over SLA,Policy/Guidance,CRM,
E0010922,Processing Error,Low,Open,2025-07-08,,,176.0,14,Hong Kong,APAC,Operations,Execution-only,,0,Over SLA,Process,Workflow,
E0010927,High-Risk Transaction,Medium,Open,2025-07-09,,,175.0,10,Zurich,EMEA,Front Office,Discretionary,34897.63609327282,0,Over SLA,Process,CRM,
E0010929,Limit Breach,High,Open,2025-07-09,,,175.0,10,Zurich,EMEA,Operations,Discretionary,582518.9977007123,0,Over SLA; High/Critical Severity; High Amount >250k,System,Workflow,
E0010933,Reconciliation Break,High,Open,2025-07-09,,,175.0,7,Zurich,EMEA,Operations,Execution-only,139048.977374467,0,Over SLA; High/Critical Severity,Third-party,Core Banking,
E0010935,Data Quality Issue,Low,Open,2025-07-09,,,175.0,14,Zurich,EMEA,Operations,Lombard Lending,,0,Over SLA,System,Core Banking,
E0010936,Processing Error,High,Open,2025-07-09,,,175.0,14,Geneva,EMEA,Front Office,Advisory,22788.204330558856,0,Over SLA; High/Critical Severity,Process,Workflow,
E0010947,Reconciliation Break,Medium,Open,2025-07-09,,,175.0,7,London,EMEA,Operations,Advisory,54264.364006877055,0,Over SLA,System,Monitoring Tool,
E0010965,Reconciliation Break,Low,Open,2025-07-09,,,175.0,7,New York,Americas,Client Onboarding,Lombard Lending,21920.154705093584,0,Over SLA,Third-party,CRM,
E0010966,KYC Review Overdue,High,Open,2025-07-09,2025-08-08,,175.0,30,New York,Americas,Client Onboarding,Lombard Lending,,0,Over SLA; Overdue; High/Critical Severity,Manual,Workflow,Affluent
E0010986,Reconciliation Break,Low,Open,2025-07-10,,,174.0,7,Zurich,EMEA,Operations,Advisory,19625.6234457675,0,Over SLA,Manual,Email Intake,
E0010989,Processing Error,High,Open,2025-07-10,,,174.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Process,Workflow,
E0010991,High-Risk Transaction,Low,Open,2025-07-10,,,174.0,10,Zurich,EMEA,Front Office,Execution-only,80286.44811451001,0,Over SLA,Process,Workflow,
E0010994,Incident,High,Open,2025-07-10,,,174.0,30,Zurich,EMEA,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Process,Workflow,
E0011001,Processing Error,Medium,Open,2025-07-10,,,174.0,14,Zurich,EMEA,Operations,Structured Products,,1,Over SLA; Missing Mandatory Fields,Process,Email Intake,
E0011016,High-Risk Transaction,High,Open,2025-07-10,,,174.0,10,London,EMEA,Front Office,Execution-only,94768.16775920376,0,Over SLA; High/Critical Severity,Manual,Monitoring Tool,
E0011018,Processing Error,High,Open,2025-07-10,,,174.0,14,New York,Americas,Front Office,Discretionary,5692.378249799392,0,Over SLA; High/Critical Severity,System,CRM,
E0011024,Processing Error,Low,Open,2025-07-10,,,174.0,14,New York,Americas,Front Office,Execution-only,,0,Over SLA,Policy/Guidance,Email Intake,
E0011028,Processing Error,Medium,Open,2025-07-10,,,174.0,14,Singapore,APAC,Operations,Discretionary,,0,Over SLA,Manual,Email Intake,
E0011031,Data Quality Issue,Low,Open,2025-07-10,,,174.0,14,Singapore,APAC,Front Office,Structured Products,,1,Over SLA; Missing Mandatory Fields,Manual,Monitoring Tool,
E0011035,KYC Review Overdue,Medium,Open,2025-07-10,2025-08-09,,174.0,30,Hong Kong,APAC,Operations,Execution-only,,0,Over SLA; Overdue,Manual,Workflow,Affluent
E0011038,High-Risk Transaction,Critical,Open,2025-07-11,,,173.0,10,Zurich,EMEA,Front Office,Advisory,25309.014784343828,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0011043,Overdue Task,Low,Open,2025-07-11,2025-07-18,,173.0,7,Zurich,EMEA,Operations,Execution-only,,0,Over SLA; Overdue,Manual,Workflow,Affluent
E0011056,Processing Error,Medium,Open,2025-07-11,,,173.0,14,Geneva,EMEA,Operations,Structured Products,,0,Over SLA,Manual,Monitoring Tool,
E0011078,High-Risk Transaction,High,Open,2025-07-11,,,173.0,10,New York,Americas,Front Office,Execution-only,12631.467217997553,0,Over SLA; High/Critical Severity,Third-party,CRM,
E0011099,High-Risk Transaction,Low,Open,2025-07-11,,,173.0,10,Hong Kong,APAC,Front Office,Lombard Lending,27526.22221753518,0,Over SLA,Process,Monitoring Tool,
E0011109,Overdue Task,Low,Open,2025-07-12,2025-07-19,,172.0,7,Geneva,EMEA,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Manual,Workflow,UHNW
E0011114,Processing Error,Medium,Open,2025-07-12,,,172.0,14,London,EMEA,Operations,Execution-only,17796.738885116752,0,Over SLA,System,Email Intake,
E0011122,Processing Error,High,Open,2025-07-12,,,172.0,14,New York,Americas,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Process,Email Intake,
E0011131,Incident,Low,Open,2025-07-12,,,172.0,30,Hong Kong,APAC,Operations,Advisory,,0,Over SLA,Process,Email Intake,
E0011135,Processing Error,High,Open,2025-07-12,,,172.0,14,Hong Kong,APAC,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Third-party,Workflow,
E0011136,High-Risk Transaction,Medium,Open,2025-07-12,,,172.0,10,Hong Kong,APAC,Client Onboarding,Structured Products,144100.51216360048,0,Over SLA,Process,Monitoring Tool,
E0011149,High-Risk Transaction,Medium,Open,2025-07-13,,,171.0,10,Zurich,EMEA,Front Office,Lombard Lending,181563.0832353363,0,Over SLA,Process,Workflow,
E0011152,Processing Error,Medium,Open,2025-07-13,,,171.0,14,Geneva,EMEA,Operations,Advisory,,0,Over SLA,System,Email Intake,
E0011191,High-Risk Transaction,High,Open,2025-07-14,,,170.0,10,Geneva,EMEA,Front Office,Execution-only,39683.75021149105,0,Over SLA; High/Critical Severity,System,Workflow,
E0011193,High-Risk Transaction,Low,Open,2025-07-14,,,170.0,10,Geneva,EMEA,Front Office,Structured Products,115008.64573064695,0,Over SLA,System,Core Banking,
E0011195,Data Quality Issue,High,Open,2025-07-14,,,170.0,14,London,EMEA,Client Onboarding,Advisory,,0,Over SLA; High/Critical Severity,Third-party,Monitoring Tool,
E0011200,Processing Error,High,Open,2025-07-14,,,170.0,14,London,EMEA,Front Office,Execution-only,,0,Over SLA; High/Critical Severity,Policy/Guidance,Workflow,
E0011229,High-Risk Transaction,Low,Open,2025-07-15,,,169.0,10,Zurich,EMEA,Operations,Advisory,281408.5793568382,0,Over SLA; High Amount >250k,Policy/Guidance,Email Intake,
E0011232,High-Risk Transaction,Low,Open,2025-07-15,,,169.0,10,Zurich,EMEA,Front Office,Discretionary,29937.822020692773,0,Over SLA,System,Core Banking,
E0011238,Complaint,High,Open,2025-07-15,,,169.0,20,Zurich,EMEA,Front Office,Execution-only,,0,Over SLA; High/Critical Severity,Process,CRM,HNW
E0011244,Overdue Task,Medium,Open,2025-07-15,2025-07-22,,169.0,7,Zurich,EMEA,Client Onboarding,Structured Products,,0,Over SLA; Overdue,Manual,CRM,Affluent
E0011259,High-Risk Transaction,Medium,Open,2025-07-15,,,169.0,10,London,EMEA,Front Office,Discretionary,16363.275530983055,0,Over SLA,Process,Workflow,
E0011263,Data Quality Issue,Low,Open,2025-07-15,,,169.0,14,London,EMEA,Operations,Execution-only,63156.161320421736,0,Over SLA,Data,Workflow,
E0011269,Processing Error,High,Open,2025-07-15,,,169.0,14,New York,Americas,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0011272,Incident,Medium,Open,2025-07-15,,,169.0,30,New York,Americas,Front Office,Execution-only,,0,Over SLA,Manual,Workflow,
E0011280,Processing Error,Low,Open,2025-07-15,,,169.0,14,Singapore,APAC,Operations,Lombard Lending,,0,Over SLA,Manual,Email Intake,
E0011282,Limit Breach,Low,Open,2025-07-15,,,169.0,10,Hong Kong,APAC,Front Office,Discretionary,32426.16701878728,0,Over SLA,Process,CRM,
E0011292,Reconciliation Break,Low,Open,2025-07-16,,,168.0,7,Zurich,EMEA,Client Onboarding,Execution-only,44437.431099529,0,Over SLA,System,CRM,
E0011297,Reconciliation Break,Low,Open,2025-07-16,,,168.0,7,Zurich,EMEA,Client Onboarding,Lombard Lending,31663.503287955056,0,Over SLA,Process,Email Intake,
E0011302,Overdue Task,Low,Open,2025-07-16,2025-07-23,,168.0,7,Geneva,EMEA,Front Office,Discretionary,,0,Over SLA; Overdue,Manual,Core Banking,HNW
E0011304,Reconciliation Break,Low,Open,2025-07-16,,,168.0,7,Geneva,EMEA,Front Office,Execution-only,10443.364970840998,0,Over SLA,Process,Monitoring Tool,
E0011313,Processing Error,Medium,Open,2025-07-16,,,168.0,14,London,EMEA,Operations,Discretionary,13189.552126389737,0,Over SLA,System,Email Intake,
E0011316,Processing Error,Medium,Open,2025-07-16,,,168.0,14,London,EMEA,Operations,Execution-only,,0,Over SLA,System,Monitoring Tool,
E0011347,High-Risk Transaction,Low,Open,2025-07-16,,,168.0,10,Hong Kong,APAC,Front Office,Execution-only,69217.70588139162,0,Over SLA,Policy/Guidance,CRM,
E0011354,High-Risk Transaction,Low,Open,2025-07-17,,,167.0,10,Zurich,EMEA,Operations,Advisory,368498.3080434921,0,Over SLA; High Amount >250k,Process,Monitoring Tool,
E0011367,High-Risk Transaction,Low,Open,2025-07-17,,,167.0,10,Geneva,EMEA,Front Office,Structured Products,45129.32529434753,0,Over SLA,Policy/Guidance,Core Banking,
E0011369,Processing Error,Medium,Open,2025-07-17,,,167.0,14,London,EMEA,Operations,Advisory,,0,Over SLA,Third-party,Core Banking,
E0011378,Processing Error,Low,Open,2025-07-17,,,167.0,14,London,EMEA,Operations,Lombard Lending,,0,Over SLA,Third-party,Monitoring Tool,
E0011384,High-Risk Transaction,Medium,Open,2025-07-17,,,167.0,10,New York,Americas,Front Office,Discretionary,69025.78782618053,0,Over SLA,Process,Workflow,
E0011396,Processing Error,Critical,Open,2025-07-17,,,167.0,14,Singapore,APAC,Operations,Discretionary,,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0011399,Data Quality Issue,Medium,Open,2025-07-17,,,167.0,14,Singapore,APAC,Front Office,Lombard Lending,12703.06754728541,1,Over SLA; Missing Mandatory Fields,Manual,Monitoring Tool,
E0011400,Processing Error,High,Open,2025-07-17,,,167.0,14,Singapore,APAC,Operations,Lombard Lending,,0,Over SLA; High/Critical Severity,System,Core Banking,
E0011409,Processing Error,Low,Open,2025-07-17,,,167.0,14,Hong Kong,APAC,Operations,Lombard Lending,,0,Over SLA,Manual,Monitoring Tool,
E0011411,Data Quality Issue,Critical,Open,2025-07-18,,,166.0,14,Zurich,EMEA,Client Onboarding,Advisory,,1,Over SLA; High/Critical Severity; Missing Mandatory Fields,Manual,Email Intake,
E0011414,Processing Error,Low,Open,2025-07-18,,,166.0,14,Zurich,EMEA,Operations,Execution-only,,0,Over SLA,Policy/Guidance,CRM,
E0011422,Processing Error,Low,Open,2025-07-18,,,166.0,14,Zurich,EMEA,Operations,Lombard Lending,,0,Over SLA,System,Email Intake,
E0011428,Overdue Task,Low,Open,2025-07-18,2025-07-25,,166.0,7,London,EMEA,Front Office,Discretionary,,0,Over SLA; Overdue,Process,Monitoring Tool,Affluent
E0011433,Processing Error,Low,Open,2025-07-18,,,166.0,14,London,EMEA,Operations,Structured Products,,0,Over SLA,Process,Workflow,
E0011434,KYC Review Overdue,Medium,Open,2025-07-18,2025-08-17,,166.0,30,New York,Americas,Operations,Advisory,,0,Over SLA; Overdue,Policy/Guidance,Core Banking,Affluent
E0011443,High-Risk Transaction,Medium,Open,2025-07-18,,,166.0,10,New York,Americas,Front Office,Lombard Lending,10871.704109186001,0,Over SLA,Policy/Guidance,Workflow,
E0011445,Processing Error,Medium,Open,2025-07-18,,,166.0,14,New York,Americas,Client Onboarding,Structured Products,,0,Over SLA,Process,Core Banking,
E0011469,KYC Review Overdue,Low,Open,2025-07-19,2025-08-18,,165.0,30,Zurich,EMEA,Operations,Advisory,,0,Over SLA; Overdue,Process,Workflow,UHNW
E0011476,Limit Breach,Low,Open,2025-07-19,,,165.0,10,Geneva,EMEA,Front Office,Execution-only,55045.94580027725,0,Over SLA,System,CRM,
E0011480,Data Quality Issue,High,Open,2025-07-19,,,165.0,14,London,EMEA,Operations,Advisory,,0,Over SLA; High/Critical Severity,Data,Monitoring Tool,
E0011484,Processing Error,Medium,Open,2025-07-19,,,165.0,14,London,EMEA,Operations,Execution-only,,0,Over SLA,Third-party,Core Banking,
E0011492,Processing Error,High,Open,2025-07-19,,,165.0,14,New York,Americas,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0011502,High-Risk Transaction,Low,Open,2025-07-19,,,165.0,10,Singapore,APAC,Front Office,Execution-only,22569.60498801377,0,Over SLA,Policy/Guidance,Core Banking,
E0011513,Processing Error,Medium,Open,2025-07-20,,,164.0,14,Zurich,EMEA,Operations,Execution-only,,1,Over SLA; Missing Mandatory Fields,Third-party,Core Banking,
E0011522,Processing Error,Low,Open,2025-07-20,,,164.0,14,London,EMEA,Operations,Advisory,,0,Over SLA,Process,Core Banking,
E0011523,Reconciliation Break,Critical,Open,2025-07-20,,,164.0,7,London,EMEA,Operations,Advisory,116428.88033121508,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0011528,Incident,Medium,Open,2025-07-20,,,164.0,30,London,EMEA,Front Office,Lombard Lending,,0,Over SLA,Process,CRM,
E0011536,Incident,Critical,Open,2025-07-20,,,164.0,30,New York,Americas,Front Office,Discretionary,32363.31989527755,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0011543,Data Quality Issue,Critical,Open,2025-07-20,,,164.0,14,New York,Americas,Front Office,Execution-only,4054.397969818373,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0011546,Overdue Task,High,Open,2025-07-20,2025-07-27,,164.0,7,New York,Americas,Client Onboarding,Lombard Lending,,0,Over SLA; Overdue; High/Critical Severity,System,Email Intake,Affluent
E0011558,Incident,High,Open,2025-07-20,,,164.0,30,Hong Kong,APAC,Operations,Execution-only,8495.94212172328,0,Over SLA; High/Critical Severity,Process,Email Intake,
E0011561,Processing Error,Medium,Open,2025-07-21,,,163.0,14,Zurich,EMEA,Operations,Advisory,4371.139335875,0,Over SLA,Process,Monitoring Tool,
E0011562,Processing Error,Low,Open,2025-07-21,,,163.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA,System,Core Banking,
E0011570,Processing Error,High,Open,2025-07-21,,,163.0,14,Zurich,EMEA,Compliance & Controls,Execution-only,,0,Over SLA; High/Critical Severity,Process,Email Intake,
E0011580,High-Risk Transaction,Medium,Open,2025-07-21,,,163.0,10,Geneva,EMEA,Front Office,Execution-only,37792.83551111109,0,Over SLA,Manual,Email Intake,
E0011604,Processing Error,Critical,Open,2025-07-21,,,163.0,14,New York,Americas,Operations,Advisory,,0,Over SLA; High/Critical Severity,Manual,Email Intake,
E0011607,High-Risk Transaction,Critical,Open,2025-07-21,,,163.0,10,New York,Americas,Front Office,Execution-only,128689.03503950636,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0011611,Processing Error,Low,Open,2025-07-21,,,163.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA,System,Core Banking,
E0011612,Data Quality Issue,Low,Open,2025-07-21,,,163.0,14,Singapore,APAC,Front Office,Execution-only,,0,Over SLA,Process,Email Intake,
E0011633,High-Risk Transaction,High,Open,2025-07-22,,,162.0,10,Zurich,EMEA,Front Office,Execution-only,24944.27346630648,0,Over SLA; High/Critical Severity,System,Monitoring Tool,
E0011657,Data Quality Issue,Low,Open,2025-07-22,,,162.0,14,London,EMEA,Front Office,Structured Products,,0,Over SLA,Process,CRM,
E0011658,Data Quality Issue,Medium,Open,2025-07-22,,,162.0,14,London,EMEA,Client Onboarding,Structured Products,,0,Over SLA,Process,Core Banking,
E0011680,Reconciliation Break,Low,Open,2025-07-22,,,162.0,7,Hong Kong,APAC,Operations,Discretionary,19095.917087372476,0,Over SLA,Data,Monitoring Tool,
E0011703,Processing Error,Medium,Open,2025-07-23,,,161.0,14,Geneva,EMEA,Operations,Discretionary,14490.065324647396,0,Over SLA,Process,Email Intake,
E0011734,Incident,Medium,Open,2025-07-23,,,161.0,30,Singapore,APAC,Operations,Discretionary,20425.170771372068,0,Over SLA,Process,Email Intake,
E0011766,Processing Error,High,Open,2025-07-24,,,160.0,14,Geneva,EMEA,Operations,Execution-only,,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0011769,High-Risk Transaction,High,Open,2025-07-24,,,160.0,10,Geneva,EMEA,Compliance & Controls,Execution-only,168597.79713161784,0,Over SLA; High/Critical Severity,Data,Email Intake,
E0011771,High-Risk Transaction,High,Open,2025-07-24,,,160.0,10,London,EMEA,Front Office,Advisory,148331.22581776127,0,Over SLA; High/Critical Severity,System,Core Banking,
E0011775,Incident,High,Open,2025-07-24,,,160.0,30,London,EMEA,Client Onboarding,Advisory,,0,Over SLA; High/Critical Severity,Process,Workflow,
E0011801,Reconciliation Break,Low,Open,2025-07-24,,,160.0,7,Singapore,APAC,Operations,Advisory,20716.986886668994,0,Over SLA,Process,Workflow,
E0011806,High-Risk Transaction,Critical,Open,2025-07-24,,,160.0,10,Singapore,APAC,Compliance & Controls,Execution-only,124208.37097740371,0,Over SLA; High/Critical Severity,System,Workflow,
E0011832,KYC Review Overdue,Low,Open,2025-07-25,2025-08-24,,159.0,30,London,EMEA,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Process,CRM,Affluent
E0011865,High-Risk Transaction,Low,Open,2025-07-26,,,158.0,10,Zurich,EMEA,Front Office,Advisory,27709.230436588245,0,Over SLA,Third-party,Monitoring Tool,
E0011871,Processing Error,Medium,Open,2025-07-26,,,158.0,14,Zurich,EMEA,Operations,Discretionary,,0,Over SLA,Manual,Workflow,
E0011874,Incident,Medium,Open,2025-07-26,,,158.0,30,Zurich,EMEA,Front Office,Execution-only,,0,Over SLA,Process,Monitoring Tool,
E0011893,Overdue Task,Low,Open,2025-07-26,2025-08-02,,158.0,7,London,EMEA,Client Onboarding,Discretionary,,0,Over SLA; Overdue,Manual,Workflow,HNW
E0011908,Processing Error,High,Open,2025-07-26,,,158.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA; High/Critical Severity,System,Workflow,
E0011909,Incident,High,Open,2025-07-26,,,158.0,30,Singapore,APAC,Client Onboarding,Advisory,,0,Over SLA; High/Critical Severity,Process,Core Banking,
E0011911,Processing Error,High,Open,2025-07-26,,,158.0,14,Singapore,APAC,Operations,Structured Products,,0,Over SLA; High/Critical Severity,Manual,Workflow,
E0011915,Data Quality Issue,Low,Open,2025-07-26,,,158.0,14,Hong Kong,APAC,Front Office,Discretionary,,1,Over SLA; Missing Mandatory Fields,System,Core Banking,
E0011916,Processing Error,Low,Open,2025-07-26,,,158.0,14,Hong Kong,APAC,Operations,Execution-only,,0,Over SLA,System,Monitoring Tool,
E0011930,Processing Error,High,Open,2025-07-27,,,157.0,14,London,EMEA,Operations,Advisory,42477.44538632546,0,Over SLA; High/Critical Severity,Process,Workflow,
E0011944,Processing Error,Medium,Open,2025-07-27,,,157.0,14,Singapore,APAC,Operations,Advisory,,0,Over SLA,Data,CRM,
E0011950,High-Risk Transaction,Critical,Open,2025-07-27,,,157.0,10,Singapore,APAC,Front Office,Lombard Lending,48654.07309078062,1,Over SLA; High/Critical Severity; Missing Mandatory Fields,Policy/Guidance,Core Banking,
E0011992,Overdue Task,Medium,Open,2025-07-28,2025-08-04,,156.0,7,London,EMEA,Front Office,Execution-only,,0,Over SLA; Overdue,Process,Workflow,Affluent
E0012004,Incident,High,Open,2025-07-28,,,156.0,30,Singapore,APAC,Operations,Discretionary,32224.1248746978,0,Over SLA; High/Critical Severity,Process,Workflow,
E0012007,Reconciliation Break,High,Open,2025-07-28,,,156.0,7,Singapore,APAC,Operations,Execution-only,142595.27629304893,0,Over SLA; High/Critical Severity,Process,Monitoring Tool,
E0012021,Limit Breach,High,Open,2025-07-29,,,155.0,10,Zurich,EMEA,Front Office,Discretionary,16044.240790483187,0,Over SLA; High/Critical Severity,Third-party,Workflow,
E0012024,Processing Error,Medium,Open,2025-07-29,,,155.0,14,Zurich,EMEA,Front Office,Execution-only,,0,Over SLA,Policy/Guidance,Workflow,
E0012025,Limit Breach,High,Open,2025-07-29,,,155.0,10,Zurich,EMEA,Front Office,Execution-only,28693.203670946612,0,Over SLA; High/Critical Severity,System,CRM,
E0012048,High-Risk Transaction,Medium,Open,2025-07-29,,,155.0,10,New York,Americas,Front Office,Advisory,20109.140818174496,0,Over SLA,System,Workflow,
E0012061,Processing Error,High,Open,2025-07-29,,,155.0,14,Singapore,APAC,Operations,Lombard Lending,,0,Over SLA; High/Critical Severity,Third-party,Monitoring Tool,
E0012075,Processing Error,Low,Open,2025-07-30,,,154.0,14,Zurich,EMEA,Operations,Execution-only,,0,Over SLA,Manual,Monitoring Tool,
E0012087,Data Quality Issue,Medium,Open,2025-07-30,,,154.0,14,London,EMEA,Client Onboarding,Discretionary,,1,Over SLA; Missing Mandatory Fields,Process,CRM,
E0012097,Processing Error,Medium,Open,2025-07-30,,,154.0,14,New York,Americas,Operations,Discretionary,,0,Over SLA,Data,CRM,
E0012098,KYC Review Overdue,Low,Open,2025-07-30,2025-08-29,,154.0,30,New York,Americas,Operations,Discretionary,,0,Over SLA; Overdue,Policy/Guidance,Workflow,Affluent
E0012100,Limit Breach,Low,Open,2025-07-30,,,154.0,10,New York,Americas,Compliance & Controls,Discretionary,128032.96458561234,0,Over SLA,Process,Core Banking,
E0012101,Limit Breach,Low,Open,2025-07-30,,,154.0,10,New York,Americas,Front Office,Execution-only,87696.42197454615,0,Over SLA,System,Core Banking,
E0012103,Reconciliation Break,High,Open,2025-07-30,,,154.0,7,New York,Americas,Operations,Execution-only,27933.58920448543,0,Over SLA; High/Critical Severity,Policy/Guidance,Core Banking,
E0012104,Data Quality Issue,Low,Open,2025-07-30,,,154.0,14,New York,Americas,Operations,Execution-only,,0,Over SLA,System,Email Intake,
E0012106,Data Quality Issue,Medium,Open,2025-07-30,,,154.0,14,New York,Americas,Client Onboarding,Structured Products,,0,Over SLA,Manual,Monitoring Tool,
E0012123,Complaint,Low,Open,2025-07-30,,,154.0,20,Hong Kong,APAC,Front Office,Structured Products,,0,Over SLA,Data,Email Intake,UHNW
E0012126,Processing Error,High,Open,2025-07-31,,,153.0,14,Zurich,EMEA,Operations,Advisory,,0,Over SLA; High/Critical Severity,System,Email Intake,
E0012132,Overdue Task,Low,Open,2025-07-31,2025-08-07,,153.0,7,Zurich,EMEA,Front Office,Execution-only,,0,Over SLA; Overdue,Policy/Guidance,Workflow,HNW
E0012134,High-Risk Transaction,Low,Open,2025-07-31,,,153.0,10,Zurich,EMEA,Front Office,Lombard Lending,61926.13512507865,0,Over SLA,Process,Monitoring Tool,
E0012141,Processing Error,Medium,Open,2025-07-31,,,153.0,14,Geneva,EMEA,Operations,Discretionary,19097.364172893005,0,Over SLA,Process,Monitoring Tool,
E0012145,Overdue Task,Low,Open,2025-07-31,2025-08-07,,153.0,7,London,EMEA,Front Office,Advisory,,0,Over SLA; Overdue,Data,Workflow,Affluent
E0012162,Processing Error,High,Open,2025-07-31,,,153.0,14,New York,Americas,Front Office,Lombard Lending,9470.262076891853,0,Over SLA; High/Critical Severity,Process,Workflow,
E0012164,KYC Review Overdue,Low,Open,2025-07-31,2025-08-30,,153.0,30,New York,Americas,Client Onboarding,Structured Products,,0,Over SLA; Overdue,Third-party,Workflow,Affluent
E0012165,Reconciliation Break,Low,Open,2025-07-31,,,153.0,7,Singapore,APAC,Operations,Advisory,45083.38846778672,0,Over SLA,System,Monitoring Tool,
E0012181,Incident,Low,Open,2025-08-01,,,152.0,30,Zurich,EMEA,Operations,Advisory,,0,Over SLA,Third-party,Monitoring Tool,
E0012191,Processing Error,Low,Open,2025-08-01,,,152.0,14,Zurich,EMEA,Operations,Lombard Lending,,0,Over SLA,Process,Core Banking,
E0012199,High-Risk Transaction,Medium,Open,2025-08-01,,,152.0,10,Geneva,EMEA,Front Office,Execution-only,26250.7822018967,0,Over SLA,System,Core Banking,
E0012201,Processing Error,Medium,Open,2025-08-01,,,152.0,14,Geneva,EMEA,Operations,Lombard Lending,12341.20711070393,0,Over SLA,System,Workflow,
E0012210,Processing Error,High,Open,2025-08-01,,,152.0,14,New York,Americas,Front Office,Discretionary,,0,Over SLA; High/Critical Severity,Manual,Monitoring Tool,
E0012212,Processing Error,Low,Open,2025-08-01,,,152.0,14,New York,Americas,Operations,Discretionary,,0,Over SLA,Manual,Monitoring Tool,
E0012217,High-Risk Transaction,High,Open,2025-08-01,,,152.0,10,New York,Americas,Front Office,Execution-only,132115.79333782208,0,Over SLA; High/Critical Severity,Process,Email Intake,
E0012226,Overdue Task,Low,Open,2025-08-01,2025-08-08,,152.0,7,Singapore,APAC,Compliance & Controls,Advisory,,0,Over SLA; Overdue,Policy/Guidance,Workflow,Affluent
E0012228,KYC Review Overdue,High,Open,2025-08-01,2025-08-31,,152.0,30,Singapore,APAC,Compliance & Controls,Discretionary,,0,Over SLA; Overdue; High/Critical Severity,System,CRM,HNW
E0012233,Processing Error,Low,Open,2025-08-01,,,152.0,14,Singapore,APAC,Operations,Execution-only,,0,Over SLA,Policy/Guidance,CRM,
E0012248,Processing Error,Medium,Open,2025-08-02,,,151.0,14,Geneva,EMEA,Operations,Discretionary,,0,Over SLA,Manual,Email Intake,
E0012258,Processing Error,Medium,Open,2025-08-02,,,151.0,14,London,EMEA,Operations,Discretionary,,0,Over SLA,Process,CRM,
E0012266,Processing Error,High,Open,2025-08-02,,,151.0,14,New York,Americas,Front Office,Advisory,,0,Over SLA; High/Critical Severity,System,Core Banking,
E0012317,High-Risk Transaction,Medium,Open,2025-08-04,,,149.0,10,Zurich,EMEA,Front Office,Advisory,14912.583468946043,0,Over SLA,System,Workflow,
E0012344,KYC Review Overdue,Critical,Open,2025-08-04,2025-09-03,,149.0,30,London,EMEA,Operations,Structured Products,,0,Over SLA; Overdue; High/Critical Severity,Data,CRM,Affluent
E0012354,Processing Error,Low,Open,2025-08-04,,,149.0,14,Singapore,APAC,Operations,Discretionary,,0,Over SLA,System,Monitoring Tool,
E0012356,KYC Review Overdue,Medium,Open,2025-08-04,2025-09-03,,149.0,30,Singapore,APAC,Client Onboarding,Execution-only,,0,Over SLA; Overdue,Process,Workflow,Affluent
