YearMonth,Region,BookingLocation,Team,Product,RiskScore_0to100
2025-07,EMEA,London,Front Office,Discretionary,36.36363636363637
2025-07,EMEA,London,Front Office,Execution-only,36.81818181818181
2025-07,EMEA,London,Front Office,Lombard Lending,20.0
2025-07,EMEA,London,Front Office,Structured Products,39.54545454545455
2025-07,EMEA,London,Operations,Advisory,40.909090909090914
2025-07,EMEA,London,Operations,Discretionary,42.72727272727272
2025-07,EMEA,London,Operations,Execution-only,32.27272727272727
2025-07,EMEA,London,Operations,Lombard Lending,50.909090909090914
2025-07,EMEA,London,Operations,Structured Products,48.63636363636363
2025-07,EMEA,Zurich,Client Onboarding,Advisory,27.272727272727277
2025-07,EMEA,Zurich,Client Onboarding,Discretionary,45.90909090909091
2025-07,EMEA,Zurich,Client Onboarding,Execution-only,39.090909090909086
2025-07,EMEA,Zurich,Client Onboarding,Lombard Lending,31.363636363636367
2025-07,EMEA,Zurich,Client Onboarding,Structured Products,29.545454545454547
2025-07,EMEA,Zurich,Compliance & Controls,Advisory,20.454545454545453
2025-07,EMEA,Zurich,Compliance & Controls,Discretionary,19.545454545454547
2025-07,EMEA,Zurich,Compliance & Controls,Execution-only,21.36363636363636
2025-07,EMEA,Zurich,Compliance & Controls,Lombard Lending,5.454545454545453
2025-07,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-07,EMEA,Zurich,Front Office,Advisory,10.909090909090907
2025-07,EMEA,Zurich,Front Office,Discretionary,10.0
2025-07,EMEA,Zurich,Front Office,Execution-only,41.36363636363637
2025-07,EMEA,Zurich,Front Office,Lombard Lending,31.818181818181824
2025-07,EMEA,Zurich,Front Office,Structured Products,35.0
2025-07,EMEA,Zurich,Operations,Advisory,55.45454545454545
2025-07,EMEA,Zurich,Operations,Discretionary,31.36363636363637
2025-07,EMEA,Zurich,Operations,Execution-only,40.0
2025-07,EMEA,Zurich,Operations,Lombard Lending,29.545454545454547
2025-07,EMEA,Zurich,Operations,Structured Products,35.45454545454545
2025-08,APAC,Hong Kong,Client Onboarding,Advisory,23.636363636363637
2025-08,APAC,Hong Kong,Client Onboarding,Discretionary,34.090909090909086
2025-08,APAC,Hong Kong,Client Onboarding,Execution-only,35.90909090909091
2025-08,APAC,Hong Kong,Client Onboarding,Lombard Lending,29.54545454545454
2025-08,APAC,Hong Kong,Client Onboarding,Structured Products,30.909090909090903
2025-08,APAC,Hong Kong,Compliance & Controls,Advisory,30.909090909090907
2025-08,APAC,Hong Kong,Compliance & Controls,Discretionary,10.0
2025-08,APAC,Hong Kong,Compliance & Controls,Execution-only,43.636363636363626
2025-08,APAC,Hong Kong,Compliance & Controls,Lombard Lending,0.0
2025-08,APAC,Hong Kong,Compliance & Controls,Structured Products,24.545454545454547
2025-08,APAC,Hong Kong,Front Office,Advisory,24.54545454545454
2025-08,APAC,Hong Kong,Front Office,Discretionary,34.090909090909086
2025-08,APAC,Hong Kong,Front Office,Execution-only,18.18181818181818
2025-08,APAC,Hong Kong,Front Office,Lombard Lending,24.545454545454547
2025-08,APAC,Hong Kong,Front Office,Structured Products,37.27272727272727
2025-08,APAC,Hong Kong,Operations,Advisory,50.909090909090914
2025-08,APAC,Hong Kong,Operations,Discretionary,49.54545454545454
2025-08,APAC,Hong Kong,Operations,Execution-only,60.909090909090914
2025-08,APAC,Hong Kong,Operations,Lombard Lending,48.63636363636365
2025-08,APAC,Hong Kong,Operations,Structured Products,28.18181818181818
2025-08,APAC,Singapore,Client Onboarding,Advisory,25.454545454545457
2025-08,APAC,Singapore,Client Onboarding,Discretionary,16.36363636363636
2025-08,APAC,Singapore,Client Onboarding,Execution-only,17.727272727272727
2025-08,APAC,Singapore,Client Onboarding,Lombard Lending,21.818181818181813
2025-08,APAC,Singapore,Client Onboarding,Structured Products,6.363636363636364
2025-08,APAC,Singapore,Compliance & Controls,Advisory,15.454545454545453
2025-08,APAC,Singapore,Compliance & Controls,Discretionary,11.818181818181818
2025-08,APAC,Singapore,Compliance & Controls,Execution-only,34.54545454545455
2025-08,APAC,Singapore,Compliance & Controls,Lombard Lending,0.0
2025-08,APAC,Singapore,Compliance & Controls,Structured Products,0.0
2025-08,APAC,Singapore,Front Office,Advisory,22.272727272727273
2025-08,APAC,Singapore,Front Office,Discretionary,44.54545454545455
2025-08,APAC,Singapore,Front Office,Execution-only,48.63636363636365
2025-08,APAC,Singapore,Front Office,Lombard Lending,20.909090909090907
2025-08,APAC,Singapore,Front Office,Structured Products,30.0
2025-08,APAC,Singapore,Operations,Advisory,43.18181818181818
2025-08,APAC,Singapore,Operations,Discretionary,45.45454545454546
2025-08,APAC,Singapore,Operations,Execution-only,43.18181818181818
2025-08,APAC,Singapore,Operations,Lombard Lending,46.36363636363636
2025-08,APAC,Singapore,Operations,Structured Products,27.272727272727277
2025-08,Americas,New York,Client Onboarding,Advisory,30.909090909090914
2025-08,Americas,New York,Client Onboarding,Discretionary,47.27272727272727
2025-08,Americas,New York,Client Onboarding,Execution-only,42.72727272727272
2025-08,Americas,New York,Client Onboarding,Lombard Lending,33.18181818181818
2025-08,Americas,New York,Client Onboarding,Structured Products,53.63636363636361
2025-08,Americas,New York,Compliance & Controls,Advisory,30.454545454545457
2025-08,Americas,New York,Compliance & Controls,Discretionary,15.909090909090908
2025-08,Americas,New York,Compliance & Controls,Execution-only,32.72727272727272
2025-08,Americas,New York,Compliance & Controls,Lombard Lending,28.18181818181818
2025-08,Americas,New York,Compliance & Controls,Structured Products,16.36363636363636
2025-08,Americas,New York,Front Office,Advisory,39.54545454545455
2025-08,Americas,New York,Front Office,Discretionary,22.272727272727273
2025-08,Americas,New York,Front Office,Execution-only,36.81818181818181
2025-08,Americas,New York,Front Office,Lombard Lending,25.0
2025-08,Americas,New York,Front Office,Structured Products,26.363636363636367
2025-08,Americas,New York,Operations,Advisory,77.72727272727273
2025-08,Americas,New York,Operations,Discretionary,37.72727272727272
2025-08,Americas,New York,Operations,Execution-only,35.0
2025-08,Americas,New York,Operations,Lombard Lending,44.99999999999999
2025-08,Americas,New York,Operations,Structured Products,40.90909090909091
2025-08,EMEA,Geneva,Client Onboarding,Advisory,20.909090909090907
2025-08,EMEA,Geneva,Client Onboarding,Discretionary,8.18181818181818
2025-08,EMEA,Geneva,Client Onboarding,Execution-only,39.54545454545455
2025-08,EMEA,Geneva,Client Onboarding,Lombard Lending,20.909090909090907
2025-08,EMEA,Geneva,Client Onboarding,Structured Products,24.545454545454547
2025-08,EMEA,Geneva,Compliance & Controls,Advisory,26.363636363636367
2025-08,EMEA,Geneva,Compliance & Controls,Discretionary,24.545454545454547
2025-08,EMEA,Geneva,Compliance & Controls,Execution-only,31.818181818181817
2025-08,EMEA,Geneva,Compliance & Controls,Lombard Lending,32.72727272727272
2025-08,EMEA,Geneva,Compliance & Controls,Structured Products,24.545454545454547
2025-08,EMEA,Geneva,Front Office,Advisory,13.636363636363635
2025-08,EMEA,Geneva,Front Office,Discretionary,19.545454545454547
2025-08,EMEA,Geneva,Front Office,Execution-only,25.454545454545457
2025-08,EMEA,Geneva,Front Office,Lombard Lending,12.727272727272728
2025-08,EMEA,Geneva,Front Office,Structured Products,13.636363636363635
2025-08,EMEA,Geneva,Operations,Advisory,33.18181818181818
2025-08,EMEA,Geneva,Operations,Discretionary,47.72727272727273
2025-08,EMEA,Geneva,Operations,Execution-only,46.36363636363636
2025-08,EMEA,Geneva,Operations,Lombard Lending,49.54545454545454
2025-08,EMEA,Geneva,Operations,Structured Products,38.18181818181818
2025-08,EMEA,London,Client Onboarding,Advisory,18.181818181818183
2025-08,EMEA,London,Client Onboarding,Discretionary,27.727272727272727
2025-08,EMEA,London,Client Onboarding,Execution-only,48.63636363636363
2025-08,EMEA,London,Client Onboarding,Lombard Lending,28.181818181818187
2025-08,EMEA,London,Client Onboarding,Structured Products,9.090909090909092
2025-08,EMEA,London,Compliance & Controls,Advisory,17.727272727272727
2025-08,EMEA,London,Compliance & Controls,Discretionary,8.636363636363635
2025-08,EMEA,London,Compliance & Controls,Execution-only,33.18181818181818
2025-08,EMEA,London,Compliance & Controls,Lombard Lending,45.90909090909091
2025-08,EMEA,London,Compliance & Controls,Structured Products,7.2727272727272725
2025-08,EMEA,London,Front Office,Advisory,33.18181818181818
2025-08,EMEA,London,Front Office,Discretionary,40.45454545454546
2025-08,EMEA,London,Front Office,Execution-only,32.27272727272728
2025-08,EMEA,London,Front Office,Lombard Lending,33.63636363636363
2025-08,EMEA,London,Front Office,Structured Products,29.545454545454547
2025-08,EMEA,London,Operations,Advisory,29.545454545454547
2025-08,EMEA,London,Operations,Discretionary,33.63636363636363
2025-08,EMEA,London,Operations,Execution-only,40.0
2025-08,EMEA,London,Operations,Lombard Lending,46.81818181818181
2025-08,EMEA,London,Operations,Structured Products,44.090909090909086
2025-08,EMEA,Zurich,Client Onboarding,Advisory,13.181818181818183
2025-08,EMEA,Zurich,Client Onboarding,Discretionary,27.27272727272727
2025-08,EMEA,Zurich,Client Onboarding,Execution-only,48.18181818181818
2025-08,EMEA,Zurich,Client Onboarding,Lombard Lending,11.818181818181818
2025-08,EMEA,Zurich,Client Onboarding,Structured Products,26.363636363636367
2025-08,EMEA,Zurich,Compliance & Controls,Advisory,12.272727272727273
2025-08,EMEA,Zurich,Compliance & Controls,Discretionary,25.90909090909091
2025-08,EMEA,Zurich,Compliance & Controls,Execution-only,15.454545454545451
2025-08,EMEA,Zurich,Compliance & Controls,Lombard Lending,11.818181818181818
2025-08,EMEA,Zurich,Compliance & Controls,Structured Products,20.909090909090907
2025-08,EMEA,Zurich,Front Office,Advisory,24.545454545454547
2025-08,EMEA,Zurich,Front Office,Discretionary,15.0
2025-08,EMEA,Zurich,Front Office,Execution-only,21.818181818181817
2025-08,EMEA,Zurich,Front Office,Lombard Lending,15.454545454545453
2025-08,EMEA,Zurich,Front Office,Structured Products,28.636363636363633
2025-08,EMEA,Zurich,Operations,Advisory,39.54545454545455
2025-08,EMEA,Zurich,Operations,Discretionary,28.636363636363637
2025-08,EMEA,Zurich,Operations,Execution-only,43.18181818181818
2025-08,EMEA,Zurich,Operations,Lombard Lending,34.54545454545454
2025-08,EMEA,Zurich,Operations,Structured Products,29.545454545454547
2025-09,APAC,Hong Kong,Client Onboarding,Advisory,23.636363636363637
2025-09,APAC,Hong Kong,Client Onboarding,Discretionary,34.54545454545454
2025-09,APAC,Hong Kong,Client Onboarding,Execution-only,31.818181818181813
2025-09,APAC,Hong Kong,Client Onboarding,Lombard Lending,0.0
2025-09,APAC,Hong Kong,Client Onboarding,Structured Products,10.909090909090908
2025-09,APAC,Hong Kong,Compliance & Controls,Advisory,25.454545454545457
2025-09,APAC,Hong Kong,Compliance & Controls,Discretionary,30.909090909090907
2025-09,APAC,Hong Kong,Compliance & Controls,Execution-only,44.09090909090908
2025-09,APAC,Hong Kong,Compliance & Controls,Lombard Lending,5.454545454545453
2025-09,APAC,Hong Kong,Compliance & Controls,Structured Products,13.636363636363638
2025-09,APAC,Hong Kong,Front Office,Advisory,35.90909090909091
2025-09,APAC,Hong Kong,Front Office,Discretionary,10.909090909090907
2025-09,APAC,Hong Kong,Front Office,Execution-only,34.54545454545454
2025-09,APAC,Hong Kong,Front Office,Lombard Lending,20.909090909090907
2025-09,APAC,Hong Kong,Front Office,Structured Products,15.909090909090908
2025-09,APAC,Hong Kong,Operations,Advisory,47.727272727272734
2025-09,APAC,Hong Kong,Operations,Discretionary,44.090909090909086
2025-09,APAC,Hong Kong,Operations,Execution-only,55.45454545454545
2025-09,APAC,Hong Kong,Operations,Lombard Lending,60.45454545454546
2025-09,APAC,Hong Kong,Operations,Structured Products,30.909090909090903
2025-09,APAC,Singapore,Client Onboarding,Advisory,24.545454545454547
2025-09,APAC,Singapore,Client Onboarding,Discretionary,40.90909090909091
2025-09,APAC,Singapore,Client Onboarding,Execution-only,17.727272727272727
2025-09,APAC,Singapore,Client Onboarding,Lombard Lending,23.18181818181818
2025-09,APAC,Singapore,Client Onboarding,Structured Products,11.818181818181818
2025-09,APAC,Singapore,Compliance & Controls,Advisory,17.27272727272727
2025-09,APAC,Singapore,Compliance & Controls,Discretionary,36.36363636363637
2025-09,APAC,Singapore,Compliance & Controls,Execution-only,38.63636363636363
2025-09,APAC,Singapore,Compliance & Controls,Lombard Lending,15.454545454545451
2025-09,APAC,Singapore,Compliance & Controls,Structured Products,15.454545454545451
2025-09,APAC,Singapore,Front Office,Advisory,38.63636363636363
2025-09,APAC,Singapore,Front Office,Discretionary,22.727272727272727
2025-09,APAC,Singapore,Front Office,Execution-only,43.63636363636363
2025-09,APAC,Singapore,Front Office,Lombard Lending,17.27272727272727
2025-09,APAC,Singapore,Front Office,Structured Products,13.636363636363635
2025-09,APAC,Singapore,Operations,Advisory,54.090909090909086
2025-09,APAC,Singapore,Operations,Discretionary,47.72727272727273
2025-09,APAC,Singapore,Operations,Execution-only,64.0909090909091
2025-09,APAC,Singapore,Operations,Lombard Lending,38.63636363636363
2025-09,APAC,Singapore,Operations,Structured Products,35.45454545454545
2025-09,Americas,New York,Client Onboarding,Advisory,16.818181818181817
2025-09,Americas,New York,Client Onboarding,Discretionary,48.18181818181818
2025-09,Americas,New York,Client Onboarding,Execution-only,58.18181818181819
2025-09,Americas,New York,Client Onboarding,Lombard Lending,60.0
2025-09,Americas,New York,Client Onboarding,Structured Products,64.54545454545453
2025-09,Americas,New York,Compliance & Controls,Advisory,12.727272727272728
2025-09,Americas,New York,Compliance & Controls,Discretionary,4.545454545454546
2025-09,Americas,New York,Compliance & Controls,Execution-only,38.63636363636363
2025-09,Americas,New York,Compliance & Controls,Lombard Lending,50.909090909090914
2025-09,Americas,New York,Compliance & Controls,Structured Products,10.909090909090907
2025-09,Americas,New York,Front Office,Advisory,48.63636363636363
2025-09,Americas,New York,Front Office,Discretionary,37.72727272727272
2025-09,Americas,New York,Front Office,Execution-only,44.54545454545455
2025-09,Americas,New York,Front Office,Lombard Lending,19.545454545454543
2025-09,Americas,New York,Front Office,Structured Products,27.272727272727277
2025-09,Americas,New York,Operations,Advisory,45.90909090909091
2025-09,Americas,New York,Operations,Discretionary,58.18181818181819
2025-09,Americas,New York,Operations,Execution-only,48.18181818181818
2025-09,Americas,New York,Operations,Lombard Lending,47.27272727272727
2025-09,Americas,New York,Operations,Structured Products,35.45454545454545
2025-09,EMEA,Geneva,Client Onboarding,Advisory,15.0
2025-09,EMEA,Geneva,Client Onboarding,Discretionary,14.545454545454545
2025-09,EMEA,Geneva,Client Onboarding,Execution-only,26.81818181818182
2025-09,EMEA,Geneva,Client Onboarding,Lombard Lending,19.090909090909093
2025-09,EMEA,Geneva,Client Onboarding,Structured Products,27.272727272727277
2025-09,EMEA,Geneva,Compliance & Controls,Advisory,39.54545454545455
2025-09,EMEA,Geneva,Compliance & Controls,Discretionary,9.090909090909092
2025-09,EMEA,Geneva,Compliance & Controls,Execution-only,26.363636363636367
2025-09,EMEA,Geneva,Compliance & Controls,Lombard Lending,11.818181818181818
2025-09,EMEA,Geneva,Compliance & Controls,Structured Products,11.818181818181818
2025-09,EMEA,Geneva,Front Office,Advisory,20.0
2025-09,EMEA,Geneva,Front Office,Discretionary,44.54545454545455
2025-09,EMEA,Geneva,Front Office,Execution-only,40.90909090909091
2025-09,EMEA,Geneva,Front Office,Lombard Lending,15.454545454545453
2025-09,EMEA,Geneva,Front Office,Structured Products,28.18181818181818
2025-09,EMEA,Geneva,Operations,Advisory,51.36363636363637
2025-09,EMEA,Geneva,Operations,Discretionary,48.18181818181818
2025-09,EMEA,Geneva,Operations,Execution-only,46.36363636363636
2025-09,EMEA,Geneva,Operations,Lombard Lending,55.00000000000001
2025-09,EMEA,Geneva,Operations,Structured Products,28.18181818181818
2025-09,EMEA,London,Client Onboarding,Advisory,48.63636363636363
2025-09,EMEA,London,Client Onboarding,Discretionary,27.27272727272727
2025-09,EMEA,London,Client Onboarding,Execution-only,42.272727272727266
2025-09,EMEA,London,Client Onboarding,Lombard Lending,44.090909090909086
2025-09,EMEA,London,Client Onboarding,Structured Products,43.63636363636363
2025-09,EMEA,London,Compliance & Controls,Advisory,21.818181818181817
2025-09,EMEA,London,Compliance & Controls,Discretionary,8.18181818181818
2025-09,EMEA,London,Compliance & Controls,Execution-only,48.63636363636363
2025-09,EMEA,London,Compliance & Controls,Lombard Lending,20.90909090909091
2025-09,EMEA,London,Compliance & Controls,Structured Products,16.36363636363636
2025-09,EMEA,London,Front Office,Advisory,30.000000000000004
2025-09,EMEA,London,Front Office,Discretionary,45.00000000000001
2025-09,EMEA,London,Front Office,Execution-only,40.909090909090914
2025-09,EMEA,London,Front Office,Lombard Lending,24.545454545454547
2025-09,EMEA,London,Front Office,Structured Products,25.454545454545457
2025-09,EMEA,London,Operations,Advisory,49.0909090909091
2025-09,EMEA,London,Operations,Discretionary,41.81818181818181
2025-09,EMEA,London,Operations,Execution-only,38.18181818181819
2025-09,EMEA,London,Operations,Lombard Lending,50.0
2025-09,EMEA,London,Operations,Structured Products,46.36363636363636
2025-09,EMEA,Zurich,Client Onboarding,Advisory,19.090909090909093
2025-09,EMEA,Zurich,Client Onboarding,Discretionary,24.09090909090909
2025-09,EMEA,Zurich,Client Onboarding,Execution-only,39.54545454545454
2025-09,EMEA,Zurich,Client Onboarding,Lombard Lending,0.0
2025-09,EMEA,Zurich,Client Onboarding,Structured Products,27.272727272727277
2025-09,EMEA,Zurich,Compliance & Controls,Advisory,27.272727272727277
2025-09,EMEA,Zurich,Compliance & Controls,Discretionary,30.000000000000004
2025-09,EMEA,Zurich,Compliance & Controls,Execution-only,14.545454545454545
2025-09,EMEA,Zurich,Compliance & Controls,Lombard Lending,29.09090909090909
2025-09,EMEA,Zurich,Compliance & Controls,Structured Products,44.99999999999999
2025-09,EMEA,Zurich,Front Office,Advisory,18.636363636363633
2025-09,EMEA,Zurich,Front Office,Discretionary,30.909090909090907
2025-09,EMEA,Zurich,Front Office,Execution-only,29.999999999999993
2025-09,EMEA,Zurich,Front Office,Lombard Lending,26.363636363636367
2025-09,EMEA,Zurich,Front Office,Structured Products,35.45454545454545
2025-09,EMEA,Zurich,Operations,Advisory,42.27272727272728
2025-09,EMEA,Zurich,Operations,Discretionary,39.54545454545455
2025-09,EMEA,Zurich,Operations,Execution-only,47.27272727272727
2025-09,EMEA,Zurich,Operations,Lombard Lending,37.27272727272727
2025-09,EMEA,Zurich,Operations,Structured Products,44.090909090909086
2025-10,APAC,Hong Kong,Client Onboarding,Advisory,20.454545454545453
2025-10,APAC,Hong Kong,Client Onboarding,Discretionary,39.090909090909086
2025-10,APAC,Hong Kong,Client Onboarding,Execution-only,39.54545454545455
2025-10,APAC,Hong Kong,Client Onboarding,Lombard Lending,30.909090909090907
2025-10,APAC,Hong Kong,Client Onboarding,Structured Products,17.27272727272727
2025-10,APAC,Hong Kong,Compliance & Controls,Advisory,9.090909090909092
2025-10,APAC,Hong Kong,Compliance & Controls,Discretionary,38.18181818181818
2025-10,APAC,Hong Kong,Compliance & Controls,Execution-only,34.090909090909086
2025-10,APAC,Hong Kong,Compliance & Controls,Lombard Lending,5.454545454545453
2025-10,APAC,Hong Kong,Compliance & Controls,Structured Products,20.0
2025-10,APAC,Hong Kong,Front Office,Advisory,26.81818181818182
2025-10,APAC,Hong Kong,Front Office,Discretionary,27.272727272727277
2025-10,APAC,Hong Kong,Front Office,Execution-only,40.909090909090914
2025-10,APAC,Hong Kong,Front Office,Lombard Lending,21.36363636363636
2025-10,APAC,Hong Kong,Front Office,Structured Products,30.909090909090903
2025-10,APAC,Hong Kong,Operations,Advisory,59.09090909090909
2025-10,APAC,Hong Kong,Operations,Discretionary,62.72727272727274
2025-10,APAC,Hong Kong,Operations,Execution-only,51.36363636363637
2025-10,APAC,Hong Kong,Operations,Lombard Lending,52.727272727272734
2025-10,APAC,Hong Kong,Operations,Structured Products,43.636363636363626
2025-10,APAC,Singapore,Client Onboarding,Advisory,31.818181818181817
2025-10,APAC,Singapore,Client Onboarding,Discretionary,22.272727272727273
2025-10,APAC,Singapore,Client Onboarding,Execution-only,20.909090909090907
2025-10,APAC,Singapore,Client Onboarding,Lombard Lending,6.363636363636364
2025-10,APAC,Singapore,Client Onboarding,Structured Products,4.545454545454546
2025-10,APAC,Singapore,Compliance & Controls,Advisory,11.818181818181818
2025-10,APAC,Singapore,Compliance & Controls,Discretionary,46.36363636363636
2025-10,APAC,Singapore,Compliance & Controls,Execution-only,35.45454545454545
2025-10,APAC,Singapore,Compliance & Controls,Lombard Lending,0.0
2025-10,APAC,Singapore,Compliance & Controls,Structured Products,30.454545454545457
2025-10,APAC,Singapore,Front Office,Advisory,27.727272727272727
2025-10,APAC,Singapore,Front Office,Discretionary,38.63636363636363
2025-10,APAC,Singapore,Front Office,Execution-only,32.272727272727266
2025-10,APAC,Singapore,Front Office,Lombard Lending,35.0
2025-10,APAC,Singapore,Front Office,Structured Products,13.636363636363638
2025-10,APAC,Singapore,Operations,Advisory,40.0
2025-10,APAC,Singapore,Operations,Discretionary,43.636363636363626
2025-10,APAC,Singapore,Operations,Execution-only,49.54545454545454
2025-10,APAC,Singapore,Operations,Lombard Lending,42.27272727272727
2025-10,APAC,Singapore,Operations,Structured Products,40.9090909090909
2025-10,Americas,New York,Client Onboarding,Advisory,11.363636363636363
2025-10,Americas,New York,Client Onboarding,Discretionary,41.81818181818182
2025-10,Americas,New York,Client Onboarding,Execution-only,50.45454545454545
2025-10,Americas,New York,Client Onboarding,Lombard Lending,34.54545454545454
2025-10,Americas,New York,Client Onboarding,Structured Products,46.36363636363636
2025-10,Americas,New York,Compliance & Controls,Advisory,22.727272727272727
2025-10,Americas,New York,Compliance & Controls,Discretionary,13.181818181818183
2025-10,Americas,New York,Compliance & Controls,Execution-only,46.81818181818183
2025-10,Americas,New York,Compliance & Controls,Lombard Lending,11.818181818181818
2025-10,Americas,New York,Compliance & Controls,Structured Products,0.0
2025-10,Americas,New York,Front Office,Advisory,49.54545454545454
2025-10,Americas,New York,Front Office,Discretionary,35.45454545454545
2025-10,Americas,New York,Front Office,Execution-only,39.090909090909086
2025-10,Americas,New York,Front Office,Lombard Lending,14.545454545454545
2025-10,Americas,New York,Front Office,Structured Products,30.0
2025-10,Americas,New York,Operations,Advisory,44.0909090909091
2025-10,Americas,New York,Operations,Discretionary,52.27272727272727
2025-10,Americas,New York,Operations,Execution-only,53.18181818181819
2025-10,Americas,New York,Operations,Lombard Lending,61.81818181818183
2025-10,Americas,New York,Operations,Structured Products,40.0
2025-10,EMEA,Geneva,Client Onboarding,Advisory,18.181818181818183
2025-10,EMEA,Geneva,Client Onboarding,Discretionary,41.36363636363637
2025-10,EMEA,Geneva,Client Onboarding,Execution-only,41.81818181818181
2025-10,EMEA,Geneva,Client Onboarding,Lombard Lending,13.636363636363638
2025-10,EMEA,Geneva,Client Onboarding,Structured Products,39.090909090909086
2025-10,EMEA,Geneva,Compliance & Controls,Advisory,18.181818181818183
2025-10,EMEA,Geneva,Compliance & Controls,Discretionary,3.181818181818182
2025-10,EMEA,Geneva,Compliance & Controls,Execution-only,36.81818181818181
2025-10,EMEA,Geneva,Compliance & Controls,Lombard Lending,16.36363636363636
2025-10,EMEA,Geneva,Compliance & Controls,Structured Products,27.27272727272727
2025-10,EMEA,Geneva,Front Office,Advisory,24.545454545454547
2025-10,EMEA,Geneva,Front Office,Discretionary,25.90909090909091
2025-10,EMEA,Geneva,Front Office,Execution-only,33.63636363636364
2025-10,EMEA,Geneva,Front Office,Lombard Lending,16.36363636363636
2025-10,EMEA,Geneva,Front Office,Structured Products,33.18181818181819
2025-10,EMEA,Geneva,Operations,Advisory,48.63636363636363
2025-10,EMEA,Geneva,Operations,Discretionary,46.36363636363636
2025-10,EMEA,Geneva,Operations,Execution-only,42.72727272727272
2025-10,EMEA,Geneva,Operations,Lombard Lending,50.45454545454544
2025-10,EMEA,Geneva,Operations,Structured Products,53.63636363636364
2025-10,EMEA,London,Client Onboarding,Advisory,35.45454545454545
2025-10,EMEA,London,Client Onboarding,Discretionary,27.272727272727277
2025-10,EMEA,London,Client Onboarding,Execution-only,44.54545454545455
2025-10,EMEA,London,Client Onboarding,Lombard Lending,55.45454545454545
2025-10,EMEA,London,Client Onboarding,Structured Products,20.909090909090907
2025-10,EMEA,London,Compliance & Controls,Advisory,20.0
2025-10,EMEA,London,Compliance & Controls,Discretionary,19.090909090909093
2025-10,EMEA,London,Compliance & Controls,Execution-only,22.272727272727273
2025-10,EMEA,London,Compliance & Controls,Lombard Lending,32.27272727272727
2025-10,EMEA,London,Compliance & Controls,Structured Products,13.636363636363638
2025-10,EMEA,London,Front Office,Advisory,14.545454545454545
2025-10,EMEA,London,Front Office,Discretionary,35.9090909090909
2025-10,EMEA,London,Front Office,Execution-only,41.36363636363637
2025-10,EMEA,London,Front Office,Lombard Lending,42.27272727272728
2025-10,EMEA,London,Front Office,Structured Products,37.27272727272727
2025-10,EMEA,London,Operations,Advisory,40.909090909090914
2025-10,EMEA,London,Operations,Discretionary,48.18181818181818
2025-10,EMEA,London,Operations,Execution-only,44.54545454545455
2025-10,EMEA,London,Operations,Lombard Lending,51.81818181818182
2025-10,EMEA,London,Operations,Structured Products,48.63636363636363
2025-10,EMEA,Zurich,Client Onboarding,Advisory,20.454545454545457
2025-10,EMEA,Zurich,Client Onboarding,Discretionary,35.45454545454545
2025-10,EMEA,Zurich,Client Onboarding,Execution-only,34.090909090909086
2025-10,EMEA,Zurich,Client Onboarding,Lombard Lending,15.909090909090908
2025-10,EMEA,Zurich,Client Onboarding,Structured Products,36.36363636363637
2025-10,EMEA,Zurich,Compliance & Controls,Advisory,13.636363636363638
2025-10,EMEA,Zurich,Compliance & Controls,Discretionary,35.45454545454545
2025-10,EMEA,Zurich,Compliance & Controls,Execution-only,10.909090909090907
2025-10,EMEA,Zurich,Compliance & Controls,Lombard Lending,15.454545454545453
2025-10,EMEA,Zurich,Compliance & Controls,Structured Products,38.18181818181819
2025-10,EMEA,Zurich,Front Office,Advisory,30.0
2025-10,EMEA,Zurich,Front Office,Discretionary,32.27272727272728
2025-10,EMEA,Zurich,Front Office,Execution-only,33.18181818181818
2025-10,EMEA,Zurich,Front Office,Lombard Lending,33.18181818181818
2025-10,EMEA,Zurich,Front Office,Structured Products,30.909090909090903
2025-10,EMEA,Zurich,Operations,Advisory,48.63636363636363
2025-10,EMEA,Zurich,Operations,Discretionary,38.63636363636363
2025-10,EMEA,Zurich,Operations,Execution-only,55.00000000000001
2025-10,EMEA,Zurich,Operations,Lombard Lending,41.36363636363636
2025-10,EMEA,Zurich,Operations,Structured Products,48.18181818181818
2025-11,APAC,Hong Kong,Client Onboarding,Advisory,20.454545454545453
2025-11,APAC,Hong Kong,Client Onboarding,Discretionary,34.54545454545454
2025-11,APAC,Hong Kong,Client Onboarding,Execution-only,29.999999999999993
2025-11,APAC,Hong Kong,Client Onboarding,Lombard Lending,31.363636363636367
2025-11,APAC,Hong Kong,Client Onboarding,Structured Products,4.545454545454546
2025-11,APAC,Hong Kong,Compliance & Controls,Advisory,14.545454545454545
2025-11,APAC,Hong Kong,Compliance & Controls,Discretionary,53.18181818181817
2025-11,APAC,Hong Kong,Compliance & Controls,Execution-only,40.45454545454546
2025-11,APAC,Hong Kong,Compliance & Controls,Lombard Lending,15.454545454545451
2025-11,APAC,Hong Kong,Compliance & Controls,Structured Products,46.36363636363636
2025-11,APAC,Hong Kong,Front Office,Advisory,43.18181818181818
2025-11,APAC,Hong Kong,Front Office,Discretionary,31.36363636363637
2025-11,APAC,Hong Kong,Front Office,Execution-only,39.54545454545455
2025-11,APAC,Hong Kong,Front Office,Lombard Lending,22.727272727272727
2025-11,APAC,Hong Kong,Front Office,Structured Products,25.90909090909091
2025-11,APAC,Hong Kong,Operations,Advisory,47.72727272727273
