Date,BookingLocation,Region,Team,Product,TransactionsCount,ClientsCount,YearMonth
2025-07-15,Geneva,EMEA,Operations,Discretionary,625,18,2025-07
2025-07-15,Geneva,EMEA,Client Onboarding,Discretionary,199,7,2025-07
2025-07-15,Geneva,EMEA,Compliance & Controls,Discretionary,125,5,2025-07
2025-07-15,Geneva,EMEA,Front Office,Execution-only,996,56,2025-07
2025-07-15,Geneva,EMEA,Operations,Execution-only,719,26,2025-07
2025-07-15,Geneva,EMEA,Client Onboarding,Execution-only,213,10,2025-07
2025-07-15,Geneva,EMEA,Compliance & Controls,Execution-only,118,10,2025-07
2025-07-15,Geneva,EMEA,Front Office,Lombard Lending,408,14,2025-07
2025-07-15,Geneva,EMEA,Operations,Lombard Lending,360,19,2025-07
2025-07-15,Geneva,EMEA,Client Onboarding,Lombard Lending,121,11,2025-07
2025-07-15,Geneva,EMEA,Compliance & Controls,Lombard Lending,62,3,2025-07
2025-07-15,Geneva,EMEA,Front Office,Structured Products,265,11,2025-07
2025-07-15,Geneva,EMEA,Operations,Structured Products,222,8,2025-07
2025-07-15,Geneva,EMEA,Client Onboarding,Structured Products,61,6,2025-07
2025-07-15,Geneva,EMEA,Compliance & Controls,Structured Products,43,3,2025-07
2025-07-15,London,EMEA,Front Office,Advisory,920,40,2025-07
2025-07-15,London,EMEA,Operations,Advisory,676,16,2025-07
2025-07-15,London,EMEA,Client Onboarding,Advisory,237,7,2025-07
2025-07-15,London,EMEA,Compliance & Controls,Advisory,135,4,2025-07
2025-07-15,London,EMEA,Front Office,Discretionary,1006,53,2025-07
2025-07-15,London,EMEA,Operations,Discretionary,790,31,2025-07
2025-07-15,London,EMEA,Client Onboarding,Discretionary,240,12,2025-07
2025-07-15,London,EMEA,Compliance & Controls,Discretionary,129,8,2025-07
2025-07-15,London,EMEA,Front Office,Execution-only,1203,58,2025-07
2025-07-15,London,EMEA,Operations,Execution-only,945,36,2025-07
2025-07-15,London,EMEA,Client Onboarding,Execution-only,292,16,2025-07
2025-07-15,London,EMEA,Compliance & Controls,Execution-only,185,8,2025-07
2025-07-15,London,EMEA,Front Office,Lombard Lending,512,18,2025-07
2025-07-15,London,EMEA,Operations,Lombard Lending,390,18,2025-07
2025-07-15,London,EMEA,Client Onboarding,Lombard Lending,137,7,2025-07
2025-07-15,London,EMEA,Compliance & Controls,Lombard Lending,71,1,2025-07
2025-07-15,London,EMEA,Front Office,Structured Products,370,16,2025-07
2025-07-15,London,EMEA,Operations,Structured Products,283,7,2025-07
2025-07-15,London,EMEA,Client Onboarding,Structured Products,97,6,2025-07
2025-07-15,London,EMEA,Compliance & Controls,Structured Products,48,1,2025-07
2025-07-15,New York,Americas,Front Office,Advisory,785,30,2025-07
2025-07-15,New York,Americas,Operations,Advisory,642,21,2025-07
2025-07-15,New York,Americas,Client Onboarding,Advisory,186,5,2025-07
2025-07-15,New York,Americas,Compliance & Controls,Advisory,136,5,2025-07
2025-07-15,New York,Americas,Front Office,Discretionary,862,34,2025-07
2025-07-15,New York,Americas,Operations,Discretionary,693,28,2025-07
2025-07-15,New York,Americas,Client Onboarding,Discretionary,199,10,2025-07
2025-07-15,New York,Americas,Compliance & Controls,Discretionary,139,1,2025-07
2025-07-15,New York,Americas,Front Office,Execution-only,1047,58,2025-07
2025-07-15,New York,Americas,Operations,Execution-only,901,30,2025-07
2025-07-15,New York,Americas,Client Onboarding,Execution-only,255,13,2025-07
2025-07-15,New York,Americas,Compliance & Controls,Execution-only,152,5,2025-07
2025-07-15,New York,Americas,Front Office,Lombard Lending,457,23,2025-07
2025-07-15,New York,Americas,Operations,Lombard Lending,367,7,2025-07
2025-07-15,New York,Americas,Client Onboarding,Lombard Lending,120,3,2025-07
2025-07-15,New York,Americas,Compliance & Controls,Lombard Lending,67,1,2025-07
2025-07-15,New York,Americas,Front Office,Structured Products,314,12,2025-07
2025-07-15,New York,Americas,Operations,Structured Products,252,10,2025-07
2025-07-15,New York,Americas,Client Onboarding,Structured Products,104,4,2025-07
2025-07-15,New York,Americas,Compliance & Controls,Structured Products,37,1,2025-07
2025-07-15,Singapore,APAC,Front Office,Advisory,632,19,2025-07
2025-07-15,Singapore,APAC,Operations,Advisory,503,13,2025-07
2025-07-15,Singapore,APAC,Client Onboarding,Advisory,157,3,2025-07
2025-07-15,Singapore,APAC,Compliance & Controls,Advisory,85,1,2025-07
2025-07-15,Singapore,APAC,Front Office,Discretionary,695,30,2025-07
2025-07-15,Singapore,APAC,Operations,Discretionary,548,17,2025-07
2025-07-15,Singapore,APAC,Client Onboarding,Discretionary,192,5,2025-07
2025-07-15,Singapore,APAC,Compliance & Controls,Discretionary,93,6,2025-07
2025-07-15,Singapore,APAC,Front Office,Execution-only,887,39,2025-07
2025-07-15,Singapore,APAC,Operations,Execution-only,678,20,2025-07
2025-07-15,Singapore,APAC,Client Onboarding,Execution-only,247,13,2025-07
2025-07-15,Singapore,APAC,Compliance & Controls,Execution-only,128,2,2025-07
2025-07-15,Singapore,APAC,Front Office,Lombard Lending,363,18,2025-07
2025-07-15,Singapore,APAC,Operations,Lombard Lending,282,9,2025-07
2025-07-15,Singapore,APAC,Client Onboarding,Lombard Lending,82,3,2025-07
2025-07-15,Singapore,APAC,Compliance & Controls,Lombard Lending,60,1,2025-07
2025-07-15,Singapore,APAC,Front Office,Structured Products,251,10,2025-07
2025-07-15,Singapore,APAC,Operations,Structured Products,223,10,2025-07
2025-07-15,Singapore,APAC,Client Onboarding,Structured Products,47,4,2025-07
2025-07-15,Singapore,APAC,Compliance & Controls,Structured Products,25,1,2025-07
2025-07-15,Hong Kong,APAC,Front Office,Advisory,558,32,2025-07
2025-07-15,Hong Kong,APAC,Operations,Advisory,477,16,2025-07
2025-07-15,Hong Kong,APAC,Client Onboarding,Advisory,134,6,2025-07
2025-07-15,Hong Kong,APAC,Compliance & Controls,Advisory,114,6,2025-07
2025-07-15,Hong Kong,APAC,Front Office,Discretionary,674,29,2025-07
2025-07-15,Hong Kong,APAC,Operations,Discretionary,528,20,2025-07
2025-07-15,Hong Kong,APAC,Client Onboarding,Discretionary,131,11,2025-07
2025-07-15,Hong Kong,APAC,Compliance & Controls,Discretionary,120,3,2025-07
2025-07-15,Hong Kong,APAC,Front Office,Execution-only,894,34,2025-07
2025-07-15,Hong Kong,APAC,Operations,Execution-only,663,17,2025-07
2025-07-15,Hong Kong,APAC,Client Onboarding,Execution-only,230,4,2025-07
2025-07-15,Hong Kong,APAC,Compliance & Controls,Execution-only,131,4,2025-07
2025-07-15,Hong Kong,APAC,Front Office,Lombard Lending,326,13,2025-07
2025-07-15,Hong Kong,APAC,Operations,Lombard Lending,256,9,2025-07
2025-07-15,Hong Kong,APAC,Client Onboarding,Lombard Lending,100,3,2025-07
2025-07-15,Hong Kong,APAC,Compliance & Controls,Lombard Lending,59,1,2025-07
2025-07-15,Hong Kong,APAC,Front Office,Structured Products,236,10,2025-07
2025-07-15,Hong Kong,APAC,Operations,Structured Products,184,2,2025-07
2025-07-15,Hong Kong,APAC,Client Onboarding,Structured Products,66,5,2025-07
2025-07-15,Hong Kong,APAC,Compliance & Controls,Structured Products,44,1,2025-07
2025-07-16,Zurich,EMEA,Front Office,Advisory,1096,53,2025-07
2025-07-16,Zurich,EMEA,Operations,Advisory,878,47,2025-07
2025-07-16,Zurich,EMEA,Client Onboarding,Advisory,276,7,2025-07
2025-07-16,Zurich,EMEA,Compliance & Controls,Advisory,157,7,2025-07
2025-07-16,Zurich,EMEA,Front Office,Discretionary,1155,46,2025-07
2025-07-16,Zurich,EMEA,Operations,Discretionary,947,23,2025-07
2025-07-16,Zurich,EMEA,Client Onboarding,Discretionary,293,13,2025-07
2025-07-16,Zurich,EMEA,Compliance & Controls,Discretionary,174,6,2025-07
2025-07-16,Zurich,EMEA,Front Office,Execution-only,1573,72,2025-07
2025-07-16,Zurich,EMEA,Operations,Execution-only,1240,46,2025-07
2025-07-16,Zurich,EMEA,Client Onboarding,Execution-only,380,13,2025-07
2025-07-16,Zurich,EMEA,Compliance & Controls,Execution-only,211,6,2025-07
2025-07-16,Zurich,EMEA,Front Office,Lombard Lending,644,22,2025-07
2025-07-16,Zurich,EMEA,Operations,Lombard Lending,493,18,2025-07
2025-07-16,Zurich,EMEA,Client Onboarding,Lombard Lending,141,7,2025-07
2025-07-16,Zurich,EMEA,Compliance & Controls,Lombard Lending,94,1,2025-07
2025-07-16,Zurich,EMEA,Front Office,Structured Products,445,22,2025-07
2025-07-16,Zurich,EMEA,Operations,Structured Products,366,14,2025-07
2025-07-16,Zurich,EMEA,Client Onboarding,Structured Products,123,2,2025-07
2025-07-16,Zurich,EMEA,Compliance & Controls,Structured Products,68,2,2025-07
2025-07-16,Geneva,EMEA,Front Office,Advisory,675,23,2025-07
2025-07-16,Geneva,EMEA,Operations,Advisory,561,17,2025-07
2025-07-16,Geneva,EMEA,Client Onboarding,Advisory,166,6,2025-07
2025-07-16,Geneva,EMEA,Compliance & Controls,Advisory,91,5,2025-07
2025-07-16,Geneva,EMEA,Front Office,Discretionary,740,42,2025-07
2025-07-16,Geneva,EMEA,Operations,Discretionary,585,11,2025-07
2025-07-16,Geneva,EMEA,Client Onboarding,Discretionary,209,4,2025-07
2025-07-16,Geneva,EMEA,Compliance & Controls,Discretionary,128,4,2025-07
2025-07-16,Geneva,EMEA,Front Office,Execution-only,1023,32,2025-07
2025-07-16,Geneva,EMEA,Operations,Execution-only,710,31,2025-07
2025-07-16,Geneva,EMEA,Client Onboarding,Execution-only,232,7,2025-07
2025-07-16,Geneva,EMEA,Compliance & Controls,Execution-only,131,8,2025-07
2025-07-16,Geneva,EMEA,Front Office,Lombard Lending,430,16,2025-07
2025-07-16,Geneva,EMEA,Operations,Lombard Lending,330,10,2025-07
2025-07-16,Geneva,EMEA,Client Onboarding,Lombard Lending,102,3,2025-07
2025-07-16,Geneva,EMEA,Compliance & Controls,Lombard Lending,45,1,2025-07
2025-07-16,Geneva,EMEA,Front Office,Structured Products,257,9,2025-07
2025-07-16,Geneva,EMEA,Operations,Structured Products,224,6,2025-07
2025-07-16,Geneva,EMEA,Client Onboarding,Structured Products,61,1,2025-07
2025-07-16,Geneva,EMEA,Compliance & Controls,Structured Products,42,3,2025-07
2025-07-16,London,EMEA,Front Office,Advisory,858,41,2025-07
2025-07-16,London,EMEA,Operations,Advisory,697,24,2025-07
2025-07-16,London,EMEA,Client Onboarding,Advisory,214,6,2025-07
2025-07-16,London,EMEA,Compliance & Controls,Advisory,130,3,2025-07
2025-07-16,London,EMEA,Front Office,Discretionary,960,51,2025-07
2025-07-16,London,EMEA,Operations,Discretionary,784,31,2025-07
2025-07-16,London,EMEA,Client Onboarding,Discretionary,221,9,2025-07
2025-07-16,London,EMEA,Compliance & Controls,Discretionary,141,2,2025-07
2025-07-16,London,EMEA,Front Office,Execution-only,1176,55,2025-07
2025-07-16,London,EMEA,Operations,Execution-only,978,36,2025-07
2025-07-16,London,EMEA,Client Onboarding,Execution-only,269,17,2025-07
2025-07-16,London,EMEA,Compliance & Controls,Execution-only,174,7,2025-07
2025-07-16,London,EMEA,Front Office,Lombard Lending,526,35,2025-07
2025-07-16,London,EMEA,Operations,Lombard Lending,398,14,2025-07
2025-07-16,London,EMEA,Client Onboarding,Lombard Lending,125,5,2025-07
2025-07-16,London,EMEA,Compliance & Controls,Lombard Lending,81,2,2025-07
2025-07-16,London,EMEA,Front Office,Structured Products,363,19,2025-07
2025-07-16,London,EMEA,Operations,Structured Products,298,8,2025-07
2025-07-16,London,EMEA,Client Onboarding,Structured Products,70,1,2025-07
2025-07-16,London,EMEA,Compliance & Controls,Structured Products,35,2,2025-07
2025-07-16,New York,Americas,Front Office,Advisory,809,31,2025-07
2025-07-16,New York,Americas,Operations,Advisory,618,18,2025-07
2025-07-16,New York,Americas,Client Onboarding,Advisory,206,5,2025-07
2025-07-16,New York,Americas,Compliance & Controls,Advisory,128,3,2025-07
2025-07-16,New York,Americas,Front Office,Discretionary,876,40,2025-07
2025-07-16,New York,Americas,Operations,Discretionary,716,27,2025-07
2025-07-16,New York,Americas,Client Onboarding,Discretionary,200,7,2025-07
2025-07-16,New York,Americas,Compliance & Controls,Discretionary,119,4,2025-07
2025-07-16,New York,Americas,Front Office,Execution-only,1108,56,2025-07
2025-07-16,New York,Americas,Operations,Execution-only,853,28,2025-07
2025-07-16,New York,Americas,Client Onboarding,Execution-only,261,3,2025-07
2025-07-16,New York,Americas,Compliance & Controls,Execution-only,148,5,2025-07
2025-07-16,New York,Americas,Front Office,Lombard Lending,483,25,2025-07
2025-07-16,New York,Americas,Operations,Lombard Lending,341,16,2025-07
2025-07-16,New York,Americas,Client Onboarding,Lombard Lending,99,5,2025-07
2025-07-16,New York,Americas,Compliance & Controls,Lombard Lending,83,2,2025-07
2025-07-16,New York,Americas,Front Office,Structured Products,264,9,2025-07
2025-07-16,New York,Americas,Operations,Structured Products,236,7,2025-07
2025-07-16,New York,Americas,Client Onboarding,Structured Products,75,6,2025-07
2025-07-16,New York,Americas,Compliance & Controls,Structured Products,51,1,2025-07
2025-07-16,Singapore,APAC,Front Office,Advisory,653,38,2025-07
2025-07-16,Singapore,APAC,Operations,Advisory,480,17,2025-07
2025-07-16,Singapore,APAC,Client Onboarding,Advisory,149,9,2025-07
2025-07-16,Singapore,APAC,Compliance & Controls,Advisory,100,5,2025-07
2025-07-16,Singapore,APAC,Front Office,Discretionary,709,21,2025-07
2025-07-16,Singapore,APAC,Operations,Discretionary,555,21,2025-07
2025-07-16,Singapore,APAC,Client Onboarding,Discretionary,195,8,2025-07
2025-07-16,Singapore,APAC,Compliance & Controls,Discretionary,93,4,2025-07
2025-07-16,Singapore,APAC,Front Office,Execution-only,888,45,2025-07
2025-07-16,Singapore,APAC,Operations,Execution-only,712,19,2025-07
2025-07-16,Singapore,APAC,Client Onboarding,Execution-only,206,6,2025-07
2025-07-16,Singapore,APAC,Compliance & Controls,Execution-only,129,12,2025-07
2025-07-16,Singapore,APAC,Front Office,Lombard Lending,405,20,2025-07
2025-07-16,Singapore,APAC,Operations,Lombard Lending,273,13,2025-07
2025-07-16,Singapore,APAC,Client Onboarding,Lombard Lending,84,1,2025-07
2025-07-16,Singapore,APAC,Compliance & Controls,Lombard Lending,54,2,2025-07
2025-07-16,Singapore,APAC,Front Office,Structured Products,242,9,2025-07
2025-07-16,Singapore,APAC,Operations,Structured Products,204,6,2025-07
2025-07-16,Singapore,APAC,Client Onboarding,Structured Products,61,2,2025-07
2025-07-16,Singapore,APAC,Compliance & Controls,Structured Products,43,1,2025-07
2025-07-16,Hong Kong,APAC,Front Office,Advisory,573,28,2025-07
2025-07-16,Hong Kong,APAC,Operations,Advisory,424,12,2025-07
2025-07-16,Hong Kong,APAC,Client Onboarding,Advisory,151,4,2025-07
2025-07-16,Hong Kong,APAC,Compliance & Controls,Advisory,79,3,2025-07
2025-07-16,Hong Kong,APAC,Front Office,Discretionary,669,39,2025-07
2025-07-16,Hong Kong,APAC,Operations,Discretionary,525,22,2025-07
2025-07-16,Hong Kong,APAC,Client Onboarding,Discretionary,143,9,2025-07
2025-07-16,Hong Kong,APAC,Compliance & Controls,Discretionary,91,2,2025-07
2025-07-16,Hong Kong,APAC,Front Office,Execution-only,886,38,2025-07
2025-07-16,Hong Kong,APAC,Operations,Execution-only,661,22,2025-07
2025-07-16,Hong Kong,APAC,Client Onboarding,Execution-only,186,4,2025-07
2025-07-16,Hong Kong,APAC,Compliance & Controls,Execution-only,113,4,2025-07
2025-07-16,Hong Kong,APAC,Front Office,Lombard Lending,336,12,2025-07
2025-07-16,Hong Kong,APAC,Operations,Lombard Lending,295,10,2025-07
2025-07-16,Hong Kong,APAC,Client Onboarding,Lombard Lending,89,4,2025-07
2025-07-16,Hong Kong,APAC,Compliance & Controls,Lombard Lending,50,6,2025-07
2025-07-16,Hong Kong,APAC,Front Office,Structured Products,236,10,2025-07
2025-07-16,Hong Kong,APAC,Operations,Structured Products,189,5,2025-07
2025-07-16,Hong Kong,APAC,Client Onboarding,Structured Products,47,1,2025-07
2025-07-16,Hong Kong,APAC,Compliance & Controls,Structured Products,41,2,2025-07
2025-07-17,Zurich,EMEA,Front Office,Advisory,1057,46,2025-07
2025-07-17,Zurich,EMEA,Operations,Advisory,806,19,2025-07
2025-07-17,Zurich,EMEA,Client Onboarding,Advisory,250,11,2025-07
2025-07-17,Zurich,EMEA,Compliance & Controls,Advisory,150,6,2025-07
2025-07-17,Zurich,EMEA,Front Office,Discretionary,1267,34,2025-07
2025-07-17,Zurich,EMEA,Operations,Discretionary,977,47,2025-07
2025-07-17,Zurich,EMEA,Client Onboarding,Discretionary,305,8,2025-07
2025-07-17,Zurich,EMEA,Compliance & Controls,Discretionary,170,9,2025-07
2025-07-17,Zurich,EMEA,Front Office,Execution-only,1530,66,2025-07
2025-07-17,Zurich,EMEA,Operations,Execution-only,1199,39,2025-07
2025-07-17,Zurich,EMEA,Client Onboarding,Execution-only,366,19,2025-07
2025-07-17,Zurich,EMEA,Compliance & Controls,Execution-only,214,9,2025-07
2025-07-17,Zurich,EMEA,Front Office,Lombard Lending,634,26,2025-07
2025-07-17,Zurich,EMEA,Operations,Lombard Lending,502,20,2025-07
2025-07-17,Zurich,EMEA,Client Onboarding,Lombard Lending,160,4,2025-07
2025-07-17,Zurich,EMEA,Compliance & Controls,Lombard Lending,85,3,2025-07
2025-07-17,Zurich,EMEA,Front Office,Structured Products,417,33,2025-07
2025-07-17,Zurich,EMEA,Operations,Structured Products,351,12,2025-07
2025-07-17,Zurich,EMEA,Client Onboarding,Structured Products,100,6,2025-07
2025-07-17,Zurich,EMEA,Compliance & Controls,Structured Products,75,2,2025-07
2025-07-17,Geneva,EMEA,Front Office,Advisory,689,37,2025-07
2025-07-17,Geneva,EMEA,Operations,Advisory,557,15,2025-07
2025-07-17,Geneva,EMEA,Client Onboarding,Advisory,168,4,2025-07
2025-07-17,Geneva,EMEA,Compliance & Controls,Advisory,95,4,2025-07
2025-07-17,Geneva,EMEA,Front Office,Discretionary,746,40,2025-07
2025-07-17,Geneva,EMEA,Operations,Discretionary,601,16,2025-07
2025-07-17,Geneva,EMEA,Client Onboarding,Discretionary,171,11,2025-07
2025-07-17,Geneva,EMEA,Compliance & Controls,Discretionary,113,6,2025-07
2025-07-17,Geneva,EMEA,Front Office,Execution-only,949,50,2025-07
2025-07-17,Geneva,EMEA,Operations,Execution-only,736,20,2025-07
2025-07-17,Geneva,EMEA,Client Onboarding,Execution-only,234,8,2025-07
2025-07-17,Geneva,EMEA,Compliance & Controls,Execution-only,139,4,2025-07
2025-07-17,Geneva,EMEA,Front Office,Lombard Lending,411,17,2025-07
2025-07-17,Geneva,EMEA,Operations,Lombard Lending,336,16,2025-07
2025-07-17,Geneva,EMEA,Client Onboarding,Lombard Lending,99,3,2025-07
2025-07-17,Geneva,EMEA,Compliance & Controls,Lombard Lending,73,4,2025-07
2025-07-17,Geneva,EMEA,Front Office,Structured Products,264,10,2025-07
2025-07-17,Geneva,EMEA,Operations,Structured Products,212,8,2025-07
2025-07-17,Geneva,EMEA,Client Onboarding,Structured Products,62,3,2025-07
2025-07-17,Geneva,EMEA,Compliance & Controls,Structured Products,48,2,2025-07
2025-07-17,London,EMEA,Front Office,Advisory,892,38,2025-07
2025-07-17,London,EMEA,Operations,Advisory,703,19,2025-07
2025-07-17,London,EMEA,Client Onboarding,Advisory,225,8,2025-07
2025-07-17,London,EMEA,Compliance & Controls,Advisory,146,9,2025-07
2025-07-17,London,EMEA,Front Office,Discretionary,976,46,2025-07
2025-07-17,London,EMEA,Operations,Discretionary,711,20,2025-07
2025-07-17,London,EMEA,Client Onboarding,Discretionary,247,17,2025-07
2025-07-17,London,EMEA,Compliance & Controls,Discretionary,148,6,2025-07
2025-07-17,London,EMEA,Front Office,Execution-only,1224,55,2025-07
2025-07-17,London,EMEA,Operations,Execution-only,965,18,2025-07
2025-07-17,London,EMEA,Client Onboarding,Execution-only,320,11,2025-07
2025-07-17,London,EMEA,Compliance & Controls,Execution-only,164,3,2025-07
2025-07-17,London,EMEA,Front Office,Lombard Lending,530,22,2025-07
2025-07-17,London,EMEA,Operations,Lombard Lending,415,21,2025-07
2025-07-17,London,EMEA,Client Onboarding,Lombard Lending,119,1,2025-07
2025-07-17,London,EMEA,Compliance & Controls,Lombard Lending,88,4,2025-07
2025-07-17,London,EMEA,Front Office,Structured Products,373,16,2025-07
2025-07-17,London,EMEA,Operations,Structured Products,263,6,2025-07
2025-07-17,London,EMEA,Client Onboarding,Structured Products,76,3,2025-07
2025-07-17,London,EMEA,Compliance & Controls,Structured Products,61,1,2025-07
2025-07-17,New York,Americas,Front Office,Advisory,768,42,2025-07
2025-07-17,New York,Americas,Operations,Advisory,589,24,2025-07
2025-07-17,New York,Americas,Client Onboarding,Advisory,188,7,2025-07
2025-07-17,New York,Americas,Compliance & Controls,Advisory,127,2,2025-07
2025-07-17,New York,Americas,Front Office,Discretionary,855,33,2025-07
2025-07-17,New York,Americas,Operations,Discretionary,658,35,2025-07
2025-07-17,New York,Americas,Client Onboarding,Discretionary,221,14,2025-07
2025-07-17,New York,Americas,Compliance & Controls,Discretionary,116,8,2025-07
2025-07-17,New York,Americas,Front Office,Execution-only,1136,48,2025-07
2025-07-17,New York,Americas,Operations,Execution-only,893,28,2025-07
2025-07-17,New York,Americas,Client Onboarding,Execution-only,294,12,2025-07
2025-07-17,New York,Americas,Compliance & Controls,Execution-only,160,5,2025-07
2025-07-17,New York,Americas,Front Office,Lombard Lending,441,19,2025-07
2025-07-17,New York,Americas,Operations,Lombard Lending,380,11,2025-07
2025-07-17,New York,Americas,Client Onboarding,Lombard Lending,113,5,2025-07
2025-07-17,New York,Americas,Compliance & Controls,Lombard Lending,64,3,2025-07
2025-07-17,New York,Americas,Front Office,Structured Products,327,12,2025-07
2025-07-17,New York,Americas,Operations,Structured Products,283,8,2025-07
2025-07-17,New York,Americas,Client Onboarding,Structured Products,99,3,2025-07
2025-07-17,New York,Americas,Compliance & Controls,Structured Products,46,1,2025-07
2025-07-17,Singapore,APAC,Front Office,Advisory,609,21,2025-07
2025-07-17,Singapore,APAC,Operations,Advisory,494,21,2025-07
2025-07-17,Singapore,APAC,Client Onboarding,Advisory,136,3,2025-07
2025-07-17,Singapore,APAC,Compliance & Controls,Advisory,81,1,2025-07
2025-07-17,Singapore,APAC,Front Office,Discretionary,693,36,2025-07
2025-07-17,Singapore,APAC,Operations,Discretionary,591,16,2025-07
2025-07-17,Singapore,APAC,Client Onboarding,Discretionary,172,6,2025-07
2025-07-17,Singapore,APAC,Compliance & Controls,Discretionary,112,8,2025-07
2025-07-17,Singapore,APAC,Front Office,Execution-only,864,49,2025-07
2025-07-17,Singapore,APAC,Operations,Execution-only,687,21,2025-07
2025-07-17,Singapore,APAC,Client Onboarding,Execution-only,225,8,2025-07
2025-07-17,Singapore,APAC,Compliance & Controls,Execution-only,157,2,2025-07
2025-07-17,Singapore,APAC,Front Office,Lombard Lending,350,16,2025-07
2025-07-17,Singapore,APAC,Operations,Lombard Lending,284,10,2025-07
2025-07-17,Singapore,APAC,Client Onboarding,Lombard Lending,94,4,2025-07
2025-07-17,Singapore,APAC,Compliance & Controls,Lombard Lending,48,4,2025-07
2025-07-17,Singapore,APAC,Front Office,Structured Products,246,12,2025-07
2025-07-17,Singapore,APAC,Operations,Structured Products,194,12,2025-07
2025-07-17,Singapore,APAC,Client Onboarding,Structured Products,68,3,2025-07
2025-07-17,Singapore,APAC,Compliance & Controls,Structured Products,39,4,2025-07
2025-07-17,Hong Kong,APAC,Front Office,Advisory,568,26,2025-07
2025-07-17,Hong Kong,APAC,Operations,Advisory,484,25,2025-07
2025-07-17,Hong Kong,APAC,Client Onboarding,Advisory,162,6,2025-07
2025-07-17,Hong Kong,APAC,Compliance & Controls,Advisory,67,3,2025-07
2025-07-17,Hong Kong,APAC,Front Office,Discretionary,679,29,2025-07
2025-07-17,Hong Kong,APAC,Operations,Discretionary,505,21,2025-07
2025-07-17,Hong Kong,APAC,Client Onboarding,Discretionary,160,5,2025-07
2025-07-17,Hong Kong,APAC,Compliance & Controls,Discretionary,107,4,2025-07
2025-07-17,Hong Kong,APAC,Front Office,Execution-only,811,31,2025-07
2025-07-17,Hong Kong,APAC,Operations,Execution-only,636,22,2025-07
2025-07-17,Hong Kong,APAC,Client Onboarding,Execution-only,209,7,2025-07
2025-07-17,Hong Kong,APAC,Compliance & Controls,Execution-only,129,6,2025-07
2025-07-17,Hong Kong,APAC,Front Office,Lombard Lending,370,17,2025-07
2025-07-17,Hong Kong,APAC,Operations,Lombard Lending,259,10,2025-07
2025-07-17,Hong Kong,APAC,Client Onboarding,Lombard Lending,69,3,2025-07
2025-07-17,Hong Kong,APAC,Compliance & Controls,Lombard Lending,47,1,2025-07
2025-07-17,Hong Kong,APAC,Front Office,Structured Products,224,11,2025-07
2025-07-17,Hong Kong,APAC,Operations,Structured Products,182,10,2025-07
2025-07-17,Hong Kong,APAC,Client Onboarding,Structured Products,51,2,2025-07
2025-07-17,Hong Kong,APAC,Compliance & Controls,Structured Products,40,1,2025-07
2025-07-18,Zurich,EMEA,Front Office,Advisory,1059,60,2025-07
2025-07-18,Zurich,EMEA,Operations,Advisory,840,27,2025-07
2025-07-18,Zurich,EMEA,Client Onboarding,Advisory,259,17,2025-07
2025-07-18,Zurich,EMEA,Compliance & Controls,Advisory,162,4,2025-07
2025-07-18,Zurich,EMEA,Front Office,Discretionary,1176,49,2025-07
2025-07-18,Zurich,EMEA,Operations,Discretionary,927,31,2025-07
2025-07-18,Zurich,EMEA,Client Onboarding,Discretionary,293,5,2025-07
2025-07-18,Zurich,EMEA,Compliance & Controls,Discretionary,149,3,2025-07
2025-07-18,Zurich,EMEA,Front Office,Execution-only,1513,79,2025-07
2025-07-18,Zurich,EMEA,Operations,Execution-only,1165,35,2025-07
2025-07-18,Zurich,EMEA,Client Onboarding,Execution-only,369,13,2025-07
2025-07-18,Zurich,EMEA,Compliance & Controls,Execution-only,229,8,2025-07
2025-07-18,Zurich,EMEA,Front Office,Lombard Lending,627,29,2025-07
2025-07-18,Zurich,EMEA,Operations,Lombard Lending,504,23,2025-07
2025-07-18,Zurich,EMEA,Client Onboarding,Lombard Lending,157,8,2025-07
2025-07-18,Zurich,EMEA,Compliance & Controls,Lombard Lending,94,6,2025-07
2025-07-18,Zurich,EMEA,Front Office,Structured Products,447,14,2025-07
2025-07-18,Zurich,EMEA,Operations,Structured Products,364,11,2025-07
2025-07-18,Zurich,EMEA,Client Onboarding,Structured Products,87,6,2025-07
2025-07-18,Zurich,EMEA,Compliance & Controls,Structured Products,61,4,2025-07
2025-07-18,Geneva,EMEA,Front Office,Advisory,670,41,2025-07
2025-07-18,Geneva,EMEA,Operations,Advisory,552,20,2025-07
2025-07-18,Geneva,EMEA,Client Onboarding,Advisory,175,5,2025-07
2025-07-18,Geneva,EMEA,Compliance & Controls,Advisory,109,1,2025-07
2025-07-18,Geneva,EMEA,Front Office,Discretionary,738,31,2025-07
2025-07-18,Geneva,EMEA,Operations,Discretionary,609,20,2025-07
2025-07-18,Geneva,EMEA,Client Onboarding,Discretionary,182,8,2025-07
2025-07-18,Geneva,EMEA,Compliance & Controls,Discretionary,105,5,2025-07
2025-07-18,Geneva,EMEA,Front Office,Execution-only,995,47,2025-07
2025-07-18,Geneva,EMEA,Operations,Execution-only,749,19,2025-07
2025-07-18,Geneva,EMEA,Client Onboarding,Execution-only,230,6,2025-07
2025-07-18,Geneva,EMEA,Compliance & Controls,Execution-only,137,7,2025-07
2025-07-18,Geneva,EMEA,Front Office,Lombard Lending,419,24,2025-07
2025-07-18,Geneva,EMEA,Operations,Lombard Lending,324,10,2025-07
