EventID,EventType,EventDate,CloseDate,Status,BookingLocation,Region,Team,Product,Severity,RootCause,AmountCHF,IsRepeat,MandatoryFieldsMissingCount,SLA_Days,DueDate,IsSubstantiated,ClientSegment,SourceSystem,YearMonth
E0007574,High-Risk Transaction,2025-05-11,2025-05-28,Closed,New York,Americas,Front Office,Discretionary,Medium,Process,150265.51504607731,0,0,10,,,,Email Intake,2025-05
E0007575,Incident,2025-05-11,2025-05-25,Closed,New York,Americas,Operations,Execution-only,Medium,Process,6851.667738248569,0,0,30,,,,Workflow,2025-05
E0007576,Reconciliation Break,2025-05-11,2025-05-24,Closed,Singapore,APAC,Operations,Advisory,Medium,Process,10321.215497008645,0,1,7,,,,Core Banking,2025-05
E0007577,Overdue Task,2025-05-11,2025-05-22,Closed,Singapore,APAC,Operations,Advisory,Medium,System,,0,0,7,2025-05-18,,Affluent,Workflow,2025-05
E0007578,Processing Error,2025-05-11,2025-05-19,Closed,Singapore,APAC,Operations,Discretionary,Low,Process,,0,0,14,,,,Workflow,2025-05
E0007579,High-Risk Transaction,2025-05-11,2025-05-25,Closed,Singapore,APAC,Front Office,Execution-only,Medium,System,181929.09992511437,0,0,10,,,,Email Intake,2025-05
E0007580,Data Quality Issue,2025-05-11,2025-05-19,Closed,Singapore,APAC,Front Office,Execution-only,Medium,System,9797.77865766378,0,1,14,,,,Workflow,2025-05
E0007581,Processing Error,2025-05-11,2025-05-11,Closed,Singapore,APAC,Operations,Execution-only,Low,Policy/Guidance,,0,0,14,,,,CRM,2025-05
E0007582,High-Risk Transaction,2025-05-11,2025-05-24,Closed,Singapore,APAC,Front Office,Lombard Lending,Medium,Process,25379.92097237068,0,0,10,,,,CRM,2025-05
E0007583,Processing Error,2025-05-11,2025-05-19,Closed,Singapore,APAC,Operations,Lombard Lending,Medium,System,,0,0,14,,,,CRM,2025-05
E0007584,Limit Breach,2025-05-11,2025-05-24,Closed,Singapore,APAC,Front Office,Structured Products,Medium,Process,16136.19713107438,0,0,10,,,,Core Banking,2025-05
E0007585,Processing Error,2025-05-11,2025-05-20,Closed,Singapore,APAC,Operations,Structured Products,Medium,Process,,0,0,14,,,,Monitoring Tool,2025-05
E0007586,Overdue Task,2025-05-11,2025-05-23,Closed,Hong Kong,APAC,Front Office,Advisory,Medium,Process,,0,0,7,2025-05-18,,Affluent,Workflow,2025-05
E0007587,Reconciliation Break,2025-05-11,2025-05-17,Closed,Hong Kong,APAC,Operations,Advisory,Low,Process,7359.1704065217455,0,0,7,,,,CRM,2025-05
E0007588,Complaint,2025-05-11,2025-05-18,Closed,Hong Kong,APAC,Front Office,Discretionary,Low,Manual,,0,0,20,,0.0,HNW,CRM,2025-05
E0007589,Processing Error,2025-05-11,2025-05-20,Closed,Hong Kong,APAC,Operations,Discretionary,Medium,System,,0,0,14,,,,Workflow,2025-05
E0007590,High-Risk Transaction,2025-05-11,2025-05-22,Closed,Hong Kong,APAC,Front Office,Execution-only,Medium,Policy/Guidance,50740.88087707993,0,0,10,,,,Core Banking,2025-05
E0007591,Processing Error,2025-05-11,2025-05-18,Closed,Hong Kong,APAC,Operations,Execution-only,Low,Process,,0,0,14,,,,Email Intake,2025-05
E0007592,Reconciliation Break,2025-05-11,2025-05-23,Closed,Hong Kong,APAC,Operations,Structured Products,Medium,System,50925.931270256566,0,0,7,,,,CRM,2025-05
E0007593,Data Quality Issue,2025-05-11,2025-05-12,Closed,Hong Kong,APAC,Client Onboarding,Structured Products,Low,Policy/Guidance,,0,0,14,,,,Monitoring Tool,2025-05
E0007594,Processing Error,2025-05-12,2025-06-02,Closed,Zurich,EMEA,Front Office,Advisory,High,System,,0,0,14,,,,CRM,2025-05
E0007595,Processing Error,2025-05-12,,Open,Zurich,EMEA,Operations,Advisory,High,Data,,0,0,14,,,,Core Banking,2025-05
E0007596,Data Quality Issue,2025-05-12,2025-05-29,Closed,Zurich,EMEA,Front Office,Discretionary,High,Process,,0,0,14,,,,Email Intake,2025-05
E0007597,Processing Error,2025-05-12,2025-05-14,Closed,Zurich,EMEA,Operations,Discretionary,Low,System,,0,0,14,,,,Workflow,2025-05
E0007598,Processing Error,2025-05-12,2025-05-14,Closed,Zurich,EMEA,Operations,Discretionary,Low,Process,,0,0,14,,,,Workflow,2025-05
E0007599,Processing Error,2025-05-12,2025-05-17,Closed,Zurich,EMEA,Operations,Discretionary,Low,Policy/Guidance,31828.738934584613,0,0,14,,,,Core Banking,2025-05
E0007600,Incident,2025-05-12,2025-05-12,Closed,Zurich,EMEA,Compliance & Controls,Discretionary,Low,Third-party,14492.270382121747,1,0,30,,,,Email Intake,2025-05
E0007601,High-Risk Transaction,2025-05-12,2025-05-18,Closed,Zurich,EMEA,Front Office,Execution-only,Low,Data,122518.9319434548,0,0,10,,,,Core Banking,2025-05
E0007602,Processing Error,2025-05-12,2025-05-12,Closed,Zurich,EMEA,Operations,Execution-only,Low,Third-party,6134.887761337437,0,0,14,,,,Monitoring Tool,2025-05
E0007603,High-Risk Transaction,2025-05-12,2025-05-12,Closed,Zurich,EMEA,Operations,Execution-only,Low,Third-party,27599.751379683876,0,0,10,,,,CRM,2025-05
E0007604,Processing Error,2025-05-12,2025-05-18,Closed,Zurich,EMEA,Operations,Lombard Lending,Low,Policy/Guidance,,0,0,14,,,,Core Banking,2025-05
E0007605,Processing Error,2025-05-12,2025-05-30,Closed,Zurich,EMEA,Operations,Lombard Lending,High,Process,58137.51806320515,0,0,14,,,,Email Intake,2025-05
E0007606,Processing Error,2025-05-12,2025-05-22,Closed,Zurich,EMEA,Operations,Lombard Lending,Medium,System,,0,0,14,,,,Email Intake,2025-05
E0007607,High-Risk Transaction,2025-05-12,2025-05-18,Closed,Geneva,EMEA,Front Office,Advisory,Low,Policy/Guidance,518628.58684998093,0,1,10,,,,Email Intake,2025-05
E0007608,Processing Error,2025-05-12,2025-05-26,Closed,Geneva,EMEA,Operations,Advisory,Medium,Third-party,,0,0,14,,,,Core Banking,2025-05
E0007609,Overdue Task,2025-05-12,2025-05-16,Closed,Geneva,EMEA,Client Onboarding,Advisory,Low,Process,,0,0,7,2025-05-19,,HNW,Workflow,2025-05
E0007610,KYC Review Overdue,2025-05-12,2025-05-15,Closed,Geneva,EMEA,Client Onboarding,Advisory,Low,Data,,0,0,30,2025-06-11,,Affluent,Workflow,2025-05
E0007611,Processing Error,2025-05-12,2025-05-19,Closed,Geneva,EMEA,Operations,Discretionary,Low,System,,0,0,14,,,,Email Intake,2025-05
E0007612,Processing Error,2025-05-12,2025-05-26,Closed,Geneva,EMEA,Operations,Discretionary,High,Third-party,,0,0,14,,,,Workflow,2025-05
E0007613,Processing Error,2025-05-12,2025-05-15,Closed,Geneva,EMEA,Operations,Discretionary,Low,System,7434.02373527449,0,0,14,,,,Workflow,2025-05
E0007614,High-Risk Transaction,2025-05-12,,Open,Geneva,EMEA,Front Office,Execution-only,Medium,Manual,37977.89330105919,0,0,10,,,,Email Intake,2025-05
E0007615,Processing Error,2025-05-12,2025-05-31,Closed,Geneva,EMEA,Operations,Execution-only,High,Process,,0,0,14,,,,Email Intake,2025-05
E0007616,Reconciliation Break,2025-05-12,2025-05-20,Closed,Geneva,EMEA,Operations,Execution-only,Medium,Process,10188.372305795725,0,1,7,,,,Monitoring Tool,2025-05
E0007617,Processing Error,2025-05-12,2025-05-17,Closed,Geneva,EMEA,Operations,Lombard Lending,Low,Third-party,,0,0,14,,,,Monitoring Tool,2025-05
E0007618,Complaint,2025-05-12,2025-06-12,Closed,Geneva,EMEA,Front Office,Structured Products,High,Process,,0,0,20,,0.0,Affluent,Email Intake,2025-05
E0007619,Complaint,2025-05-12,2025-06-03,Closed,Geneva,EMEA,Front Office,Structured Products,Medium,Policy/Guidance,,0,0,20,,0.0,Affluent,CRM,2025-05
E0007620,Processing Error,2025-05-12,2025-05-24,Closed,Geneva,EMEA,Operations,Structured Products,Medium,Third-party,,0,0,14,,,,Email Intake,2025-05
E0007621,Processing Error,2025-05-12,,Open,Geneva,EMEA,Operations,Structured Products,High,Process,,0,0,14,,,,CRM,2025-05
E0007622,High-Risk Transaction,2025-05-12,,Open,London,EMEA,Front Office,Advisory,Low,System,89047.58808931513,0,0,10,,,,Monitoring Tool,2025-05
E0007623,Incident,2025-05-12,2025-05-16,Closed,London,EMEA,Operations,Advisory,Low,Manual,12693.472906120807,0,0,30,,,,Core Banking,2025-05
E0007624,Processing Error,2025-05-12,2025-05-22,Closed,London,EMEA,Operations,Advisory,Medium,Manual,35613.238421621965,0,0,14,,,,Email Intake,2025-05
E0007625,Reconciliation Break,2025-05-12,2025-05-22,Closed,London,EMEA,Operations,Advisory,Medium,Process,47629.42614338762,0,0,7,,,,Core Banking,2025-05
E0007626,Incident,2025-05-12,2025-05-31,Closed,London,EMEA,Front Office,Discretionary,Medium,Process,,0,0,30,,,,Workflow,2025-05
E0007627,Incident,2025-05-12,,Open,London,EMEA,Front Office,Discretionary,Low,Manual,,0,0,30,,,,Monitoring Tool,2025-05
E0007628,Processing Error,2025-05-12,2025-05-15,Closed,London,EMEA,Front Office,Discretionary,Low,Process,,0,0,14,,,,Core Banking,2025-05
E0007629,Processing Error,2025-05-12,2025-05-15,Closed,London,EMEA,Operations,Discretionary,Low,Process,,0,0,14,,,,Email Intake,2025-05
E0007630,Processing Error,2025-05-12,2025-05-16,Closed,London,EMEA,Operations,Discretionary,Low,Manual,20064.808866498803,0,0,14,,,,CRM,2025-05
E0007631,Processing Error,2025-05-12,2025-05-21,Closed,London,EMEA,Operations,Discretionary,Low,Process,,0,0,14,,,,Monitoring Tool,2025-05
E0007632,Processing Error,2025-05-12,2025-05-24,Closed,London,EMEA,Operations,Execution-only,Medium,Process,,0,0,14,,,,Workflow,2025-05
E0007633,Processing Error,2025-05-12,2025-05-30,Closed,London,EMEA,Operations,Execution-only,High,System,,0,0,14,,,,Workflow,2025-05
E0007634,High-Risk Transaction,2025-05-12,2025-05-31,Closed,London,EMEA,Front Office,Lombard Lending,Medium,Process,70097.74294704932,0,1,10,,,,Core Banking,2025-05
E0007635,Processing Error,2025-05-12,,Open,London,EMEA,Client Onboarding,Structured Products,High,Manual,6186.0461428019835,0,0,14,,,,Email Intake,2025-05
E0007636,Limit Breach,2025-05-12,2025-05-27,Closed,New York,Americas,Front Office,Advisory,Medium,Process,253398.07483412587,0,0,10,,,,Monitoring Tool,2025-05
E0007637,Reconciliation Break,2025-05-12,2025-05-15,Closed,New York,Americas,Operations,Advisory,Low,Policy/Guidance,19422.443056618446,0,0,7,,,,Email Intake,2025-05
E0007638,Incident,2025-05-12,2025-05-27,Closed,New York,Americas,Front Office,Discretionary,Medium,Manual,,0,0,30,,,,Workflow,2025-05
E0007639,Processing Error,2025-05-12,2025-05-15,Closed,New York,Americas,Operations,Discretionary,Low,System,,0,1,14,,,,Email Intake,2025-05
E0007640,Reconciliation Break,2025-05-12,,Open,New York,Americas,Operations,Execution-only,High,System,68517.23252832484,0,0,7,,,,Monitoring Tool,2025-05
E0007641,Data Quality Issue,2025-05-12,2025-05-20,Closed,New York,Americas,Operations,Execution-only,Medium,Process,23238.412599931868,0,0,14,,,,Core Banking,2025-05
E0007642,Data Quality Issue,2025-05-12,2025-05-12,Closed,New York,Americas,Compliance & Controls,Execution-only,Low,System,,0,0,14,,,,Monitoring Tool,2025-05
E0007643,Processing Error,2025-05-12,2025-05-20,Closed,New York,Americas,Operations,Structured Products,Medium,Policy/Guidance,,0,0,14,,,,CRM,2025-05
E0007644,High-Risk Transaction,2025-05-12,2025-05-28,Closed,Singapore,APAC,Front Office,Advisory,Medium,Process,38818.242432048115,0,0,10,,,,Core Banking,2025-05
E0007645,High-Risk Transaction,2025-05-12,2025-05-18,Closed,Singapore,APAC,Front Office,Advisory,Low,Manual,181875.18322491652,0,0,10,,,,Monitoring Tool,2025-05
E0007646,Processing Error,2025-05-12,2025-05-15,Closed,Singapore,APAC,Operations,Advisory,Low,Process,12305.135805830814,0,0,14,,,,Workflow,2025-05
E0007647,Reconciliation Break,2025-05-12,2025-05-15,Closed,Singapore,APAC,Operations,Advisory,Low,System,32449.323047578084,0,0,7,,,,Email Intake,2025-05
E0007648,Processing Error,2025-05-12,2025-05-21,Closed,Singapore,APAC,Operations,Discretionary,Low,System,,0,0,14,,,,Core Banking,2025-05
E0007649,Reconciliation Break,2025-05-12,2025-05-19,Closed,Singapore,APAC,Operations,Discretionary,Low,Process,72506.00860695749,0,0,7,,,,CRM,2025-05
E0007650,Data Quality Issue,2025-05-12,2025-05-22,Closed,Singapore,APAC,Compliance & Controls,Execution-only,Medium,System,,0,1,14,,,,Email Intake,2025-05
E0007651,High-Risk Transaction,2025-05-12,2025-05-24,Closed,Singapore,APAC,Front Office,Structured Products,Medium,Process,83788.43905027946,0,0,10,,,,Workflow,2025-05
E0007652,High-Risk Transaction,2025-05-12,2025-05-18,Closed,Hong Kong,APAC,Front Office,Advisory,Low,Policy/Guidance,30972.2755689681,0,0,10,,,,Workflow,2025-05
E0007653,Processing Error,2025-05-12,2025-05-16,Closed,Hong Kong,APAC,Operations,Advisory,Low,Manual,,0,0,14,,,,Monitoring Tool,2025-05
E0007654,Processing Error,2025-05-12,2025-05-12,Closed,Hong Kong,APAC,Operations,Advisory,Low,Manual,,0,0,14,,,,Email Intake,2025-05
E0007655,KYC Review Overdue,2025-05-12,,Open,Hong Kong,APAC,Compliance & Controls,Advisory,Low,Process,,0,0,30,2025-06-11,,Affluent,Workflow,2025-05
E0007656,Processing Error,2025-05-12,2025-05-21,Closed,Hong Kong,APAC,Operations,Discretionary,Medium,System,,0,0,14,,,,Workflow,2025-05
E0007657,Overdue Task,2025-05-12,,Open,Hong Kong,APAC,Front Office,Lombard Lending,Low,Policy/Guidance,,0,0,7,2025-05-19,,Affluent,Core Banking,2025-05
E0007658,Data Quality Issue,2025-05-13,2025-05-17,Closed,Zurich,EMEA,Front Office,Advisory,Medium,System,,0,0,14,,,,CRM,2025-05
E0007659,Processing Error,2025-05-13,2025-05-21,Closed,Zurich,EMEA,Operations,Advisory,Low,Manual,,0,0,14,,,,Workflow,2025-05
E0007660,Processing Error,2025-05-13,2025-05-15,Closed,Zurich,EMEA,Operations,Execution-only,Low,Process,,0,0,14,,,,Workflow,2025-05
E0007661,Processing Error,2025-05-13,2025-06-08,Closed,Zurich,EMEA,Operations,Execution-only,High,Process,,0,0,14,,,,Core Banking,2025-05
E0007662,Data Quality Issue,2025-05-13,,Open,Zurich,EMEA,Front Office,Lombard Lending,Critical,System,,0,1,14,,,,Email Intake,2025-05
E0007663,Incident,2025-05-13,2025-06-15,Closed,Zurich,EMEA,Operations,Lombard Lending,High,Third-party,,0,0,30,,,,Email Intake,2025-05
E0007664,Processing Error,2025-05-13,2025-05-16,Closed,Zurich,EMEA,Operations,Lombard Lending,Low,Manual,4136.912177202449,0,0,14,,,,Workflow,2025-05
E0007665,Processing Error,2025-05-13,2025-05-20,Closed,Zurich,EMEA,Client Onboarding,Lombard Lending,Medium,System,17507.519226636174,0,0,14,,,,CRM,2025-05
E0007666,Processing Error,2025-05-13,2025-05-20,Closed,Geneva,EMEA,Operations,Advisory,Low,System,,0,0,14,,,,Monitoring Tool,2025-05
E0007667,Data Quality Issue,2025-05-13,2025-05-18,Closed,Geneva,EMEA,Client Onboarding,Advisory,Low,Third-party,,0,1,14,,,,Core Banking,2025-05
E0007668,Processing Error,2025-05-13,2025-05-20,Closed,Geneva,EMEA,Front Office,Discretionary,Low,Process,,0,0,14,,,,CRM,2025-05
E0007669,Processing Error,2025-05-13,2025-05-19,Closed,Geneva,EMEA,Operations,Discretionary,Low,Manual,,0,0,14,,,,Core Banking,2025-05
E0007670,KYC Review Overdue,2025-05-13,2025-05-20,Closed,Geneva,EMEA,Compliance & Controls,Discretionary,Medium,System,,0,0,30,2025-06-12,,Affluent,Email Intake,2025-05
E0007671,High-Risk Transaction,2025-05-13,,Open,Geneva,EMEA,Front Office,Execution-only,High,Third-party,53680.42245670898,0,0,10,,,,Workflow,2025-05
E0007672,Limit Breach,2025-05-13,2025-05-16,Closed,Geneva,EMEA,Front Office,Execution-only,Low,Process,103369.90798108204,0,0,10,,,,Core Banking,2025-05
E0007673,Processing Error,2025-05-13,2025-05-20,Closed,Geneva,EMEA,Operations,Execution-only,Low,Process,,0,0,14,,,,Monitoring Tool,2025-05
E0007674,Data Quality Issue,2025-05-13,2025-05-22,Closed,Geneva,EMEA,Operations,Execution-only,Medium,Third-party,,0,0,14,,,,Email Intake,2025-05
E0007675,Data Quality Issue,2025-05-13,2025-05-22,Closed,Geneva,EMEA,Client Onboarding,Execution-only,Low,Process,,0,1,14,,,,Core Banking,2025-05
E0007676,High-Risk Transaction,2025-05-13,2025-05-22,Closed,Geneva,EMEA,Operations,Lombard Lending,Medium,Process,81344.72807402388,0,0,10,,,,Core Banking,2025-05
E0007677,High-Risk Transaction,2025-05-13,2025-05-24,Closed,London,EMEA,Front Office,Advisory,Medium,System,48153.83071932018,0,0,10,,,,Monitoring Tool,2025-05
E0007678,Data Quality Issue,2025-05-13,2025-06-17,Closed,London,EMEA,Operations,Discretionary,Critical,Manual,,0,0,14,,,,Monitoring Tool,2025-05
E0007679,Overdue Task,2025-05-13,2025-05-25,Closed,London,EMEA,Operations,Discretionary,High,Policy/Guidance,,0,0,7,2025-05-20,,Affluent,Workflow,2025-05
E0007680,Processing Error,2025-05-13,2025-05-15,Closed,London,EMEA,Compliance & Controls,Discretionary,Low,Policy/Guidance,,0,0,14,,,,Monitoring Tool,2025-05
E0007681,Processing Error,2025-05-13,2025-05-20,Closed,London,EMEA,Front Office,Execution-only,Low,Policy/Guidance,,0,0,14,,,,Core Banking,2025-05
E0007682,Limit Breach,2025-05-13,2025-06-14,Closed,London,EMEA,Front Office,Execution-only,High,Manual,60328.378918458264,0,0,10,,,,Core Banking,2025-05
E0007683,Processing Error,2025-05-13,2025-05-17,Closed,London,EMEA,Front Office,Lombard Lending,Low,Data,,0,0,14,,,,Core Banking,2025-05
E0007684,Reconciliation Break,2025-05-13,2025-06-01,Closed,London,EMEA,Operations,Lombard Lending,Medium,Manual,230971.21023182393,0,0,7,,,,Core Banking,2025-05
E0007685,Processing Error,2025-05-13,2025-05-18,Closed,New York,Americas,Operations,Advisory,Medium,Manual,,0,0,14,,,,Workflow,2025-05
E0007686,High-Risk Transaction,2025-05-13,2025-06-09,Closed,New York,Americas,Front Office,Discretionary,High,Data,73772.20782821707,0,0,10,,,,Email Intake,2025-05
E0007687,Processing Error,2025-05-13,2025-06-01,Closed,New York,Americas,Client Onboarding,Discretionary,High,Manual,50809.958938742144,0,1,14,,,,Email Intake,2025-05
E0007688,Incident,2025-05-13,2025-06-12,Closed,New York,Americas,Front Office,Execution-only,High,System,34026.60973503475,0,0,30,,,,Email Intake,2025-05
E0007689,Data Quality Issue,2025-05-13,2025-05-19,Closed,New York,Americas,Client Onboarding,Execution-only,Low,Process,,0,0,14,,,,Core Banking,2025-05
E0007690,Incident,2025-05-13,2025-06-02,Closed,New York,Americas,Compliance & Controls,Execution-only,Medium,Process,,0,0,30,,,,Email Intake,2025-05
E0007691,KYC Review Overdue,2025-05-13,2025-05-24,Closed,New York,Americas,Client Onboarding,Lombard Lending,Low,Process,,0,0,30,2025-06-12,,HNW,Workflow,2025-05
E0007692,Incident,2025-05-13,2025-05-27,Closed,New York,Americas,Operations,Structured Products,Medium,Policy/Guidance,13544.060427775657,1,0,30,,,,Workflow,2025-05
E0007693,Processing Error,2025-05-13,2025-05-25,Closed,New York,Americas,Operations,Structured Products,Medium,Manual,16175.119525813092,0,0,14,,,,Workflow,2025-05
E0007694,Processing Error,2025-05-13,2025-05-21,Closed,Singapore,APAC,Operations,Execution-only,Medium,System,,0,0,14,,,,Core Banking,2025-05
E0007695,Reconciliation Break,2025-05-13,2025-06-12,Closed,Singapore,APAC,Operations,Execution-only,High,Process,133772.6679930063,0,0,7,,,,Workflow,2025-05
E0007696,High-Risk Transaction,2025-05-13,2025-05-19,Closed,Singapore,APAC,Client Onboarding,Execution-only,Low,System,34760.77738135345,0,0,10,,,,CRM,2025-05
E0007697,Incident,2025-05-13,2025-05-26,Closed,Singapore,APAC,Operations,Lombard Lending,Medium,Process,,0,0,30,,,,CRM,2025-05
E0007698,Processing Error,2025-05-13,2025-05-17,Closed,Hong Kong,APAC,Front Office,Advisory,Low,System,,0,0,14,,,,CRM,2025-05
E0007699,Limit Breach,2025-05-13,,Open,Hong Kong,APAC,Front Office,Advisory,High,System,78744.90645614658,0,0,10,,,,Email Intake,2025-05
E0007700,Processing Error,2025-05-13,2025-05-13,Closed,Hong Kong,APAC,Operations,Advisory,Low,Policy/Guidance,,0,0,14,,,,Core Banking,2025-05
E0007701,Processing Error,2025-05-13,2025-05-17,Closed,Hong Kong,APAC,Operations,Discretionary,Low,Third-party,,0,2,14,,,,Workflow,2025-05
E0007702,Incident,2025-05-13,2025-05-22,Closed,Hong Kong,APAC,Client Onboarding,Discretionary,Low,Process,,0,0,30,,,,Core Banking,2025-05
E0007703,Reconciliation Break,2025-05-13,2025-05-26,Closed,Hong Kong,APAC,Front Office,Execution-only,Medium,System,34617.00997801392,0,0,7,,,,CRM,2025-05
E0007704,High-Risk Transaction,2025-05-13,2025-05-25,Closed,Hong Kong,APAC,Compliance & Controls,Execution-only,Medium,Manual,141002.57754939934,0,1,10,,,,Monitoring Tool,2025-05
E0007705,Processing Error,2025-05-13,2025-05-30,Closed,Hong Kong,APAC,Operations,Lombard Lending,High,Process,,0,0,14,,,,Monitoring Tool,2025-05
E0007706,Processing Error,2025-05-14,2025-06-18,Closed,Zurich,EMEA,Operations,Advisory,Critical,Process,,0,0,14,,,,Core Banking,2025-05
E0007707,High-Risk Transaction,2025-05-14,,Open,Zurich,EMEA,Front Office,Discretionary,Low,System,24095.58654665842,0,0,10,,,,Email Intake,2025-05
E0007708,Processing Error,2025-05-14,,Open,Zurich,EMEA,Operations,Discretionary,Low,Process,,0,0,14,,,,CRM,2025-05
E0007709,Processing Error,2025-05-14,,Open,Zurich,EMEA,Operations,Discretionary,Low,Process,,0,0,14,,,,Email Intake,2025-05
E0007710,Processing Error,2025-05-14,2025-05-14,Closed,Zurich,EMEA,Operations,Execution-only,Low,Policy/Guidance,5844.028290662959,0,0,14,,,,Core Banking,2025-05
E0007711,Processing Error,2025-05-14,2025-05-22,Closed,Zurich,EMEA,Operations,Execution-only,Medium,Third-party,,0,0,14,,,,Monitoring Tool,2025-05
E0007712,Processing Error,2025-05-14,2025-06-03,Closed,Zurich,EMEA,Operations,Execution-only,High,Third-party,,0,0,14,,,,Core Banking,2025-05
E0007713,Processing Error,2025-05-14,,Open,Zurich,EMEA,Operations,Execution-only,Low,Data,,0,0,14,,,,Email Intake,2025-05
E0007714,Data Quality Issue,2025-05-14,2025-06-11,Closed,Zurich,EMEA,Client Onboarding,Execution-only,Critical,Manual,,0,1,14,,,,CRM,2025-05
E0007715,Processing Error,2025-05-14,2025-05-19,Closed,Zurich,EMEA,Operations,Lombard Lending,Low,Third-party,,0,0,14,,,,Monitoring Tool,2025-05
E0007716,Incident,2025-05-14,2025-06-12,Closed,Geneva,EMEA,Operations,Advisory,High,System,7880.509732801578,0,0,30,,,,Monitoring Tool,2025-05
E0007717,Incident,2025-05-14,2025-06-03,Closed,Geneva,EMEA,Operations,Advisory,Medium,Process,,0,0,30,,,,Email Intake,2025-05
E0007718,Processing Error,2025-05-14,2025-05-17,Closed,Geneva,EMEA,Front Office,Discretionary,Low,Manual,,0,0,14,,,,CRM,2025-05
E0007719,Reconciliation Break,2025-05-14,2025-05-17,Closed,Geneva,EMEA,Front Office,Execution-only,Low,System,42454.2780295844,0,0,7,,,,Email Intake,2025-05
E0007720,Processing Error,2025-05-14,2025-05-23,Closed,Geneva,EMEA,Operations,Execution-only,Medium,Process,51265.56728772393,0,0,14,,,,Monitoring Tool,2025-05
E0007721,Data Quality Issue,2025-05-14,2025-05-17,Closed,Geneva,EMEA,Operations,Execution-only,Low,Manual,,0,2,14,,,,Workflow,2025-05
E0007722,Incident,2025-05-14,,Open,Geneva,EMEA,Client Onboarding,Execution-only,Low,Manual,,0,0,30,,,,CRM,2025-05
E0007723,Processing Error,2025-05-14,2025-05-27,Closed,London,EMEA,Operations,Advisory,Low,Third-party,,0,0,14,,,,Core Banking,2025-05
E0007724,Processing Error,2025-05-14,2025-05-28,Closed,London,EMEA,Operations,Advisory,High,Third-party,7563.4463768128735,0,0,14,,,,Workflow,2025-05
E0007725,Processing Error,2025-05-14,2025-05-18,Closed,London,EMEA,Operations,Advisory,Low,Process,15697.374918695496,0,0,14,,,,Monitoring Tool,2025-05
E0007726,Data Quality Issue,2025-05-14,2025-05-18,Closed,London,EMEA,Front Office,Discretionary,Low,Process,,0,1,14,,,,Workflow,2025-05
E0007727,Processing Error,2025-05-14,2025-05-18,Closed,London,EMEA,Compliance & Controls,Discretionary,Low,System,,0,0,14,,,,Workflow,2025-05
E0007728,Processing Error,2025-05-14,2025-05-29,Closed,London,EMEA,Front Office,Execution-only,High,System,,0,0,14,,,,Email Intake,2025-05
E0007729,High-Risk Transaction,2025-05-14,2025-05-19,Closed,London,EMEA,Front Office,Execution-only,Low,System,134823.05067121287,0,0,10,,,,CRM,2025-05
E0007730,Data Quality Issue,2025-05-14,2025-05-31,Closed,London,EMEA,Front Office,Execution-only,High,Manual,,0,2,14,,,,CRM,2025-05
E0007731,Processing Error,2025-05-14,2025-05-18,Closed,London,EMEA,Operations,Execution-only,Medium,Third-party,24991.785594703,0,0,14,,,,CRM,2025-05
E0007732,Data Quality Issue,2025-05-14,2025-05-17,Closed,London,EMEA,Operations,Execution-only,Low,System,,0,0,14,,,,Core Banking,2025-05
E0007733,High-Risk Transaction,2025-05-14,2025-05-29,Closed,London,EMEA,Front Office,Lombard Lending,Medium,System,36182.23359103652,0,0,10,,,,CRM,2025-05
E0007734,Data Quality Issue,2025-05-14,2025-05-23,Closed,London,EMEA,Front Office,Lombard Lending,Medium,System,2602.8675233325025,0,2,14,,,,CRM,2025-05
E0007735,Overdue Task,2025-05-14,2025-05-23,Closed,London,EMEA,Client Onboarding,Lombard Lending,Medium,Process,,0,0,7,2025-05-21,,HNW,CRM,2025-05
E0007736,High-Risk Transaction,2025-05-14,2025-05-16,Closed,New York,Americas,Front Office,Advisory,Low,Process,77089.51427894407,0,0,10,,,,Monitoring Tool,2025-05
E0007737,Incident,2025-05-14,2025-05-30,Closed,New York,Americas,Operations,Advisory,Medium,Process,,0,0,30,,,,Workflow,2025-05
E0007738,Processing Error,2025-05-14,2025-05-21,Closed,New York,Americas,Operations,Advisory,Low,System,7854.109871501687,0,0,14,,,,Monitoring Tool,2025-05
E0007739,KYC Review Overdue,2025-05-14,2025-05-19,Closed,New York,Americas,Operations,Advisory,Low,Manual,,0,0,30,2025-06-13,,Affluent,Workflow,2025-05
E0007740,Complaint,2025-05-14,,Open,New York,Americas,Front Office,Discretionary,Low,Policy/Guidance,,0,0,20,,0.0,Affluent,CRM,2025-05
E0007741,Processing Error,2025-05-14,2025-05-24,Closed,New York,Americas,Front Office,Execution-only,Medium,Process,,0,0,14,,,,Monitoring Tool,2025-05
E0007742,Reconciliation Break,2025-05-14,2025-05-16,Closed,New York,Americas,Operations,Execution-only,Low,Process,73435.90470328213,0,1,7,,,,Email Intake,2025-05
E0007743,High-Risk Transaction,2025-05-14,2025-05-18,Closed,New York,Americas,Front Office,Lombard Lending,Low,Data,381773.1679044588,0,0,10,,,,Core Banking,2025-05
E0007744,Incident,2025-05-14,2025-05-26,Closed,New York,Americas,Operations,Structured Products,Medium,Policy/Guidance,,0,0,30,,,,Core Banking,2025-05
